,Country,economy,Year,Unemployment_Percentage
15284,Isle of Man,IMN,YR2017,
15285,Ireland,IRL,YR2017,6.713
15286,Iraq,IRQ,YR2017,13.02
15287,"Iran, Islamic Rep.",IRN,YR2017,12.232
15288,Indonesia,IDN,YR2017,3.783
15289,India,IND,YR2017,7.723
15290,Iceland,ISL,YR2017,2.742
15291,Hungary,HUN,YR2017,4.156
15292,"Hong Kong SAR, China",HKG,YR2017,3.124
15293,Honduras,HND,YR2017,5.528
15294,Haiti,HTI,YR2017,13.929
15295,Guyana,GUY,YR2017,13.813
15296,Guinea-Bissau,GNB,YR2017,3.137
15297,Guinea,GIN,YR2017,4.815
15298,Guatemala,GTM,YR2017,2.462
15299,Guam,GUM,YR2017,5.417
15300,Grenada,GRD,YR2017,
15301,Greenland,GRL,YR2017,
15302,Greece,GRC,YR2017,21.414
15303,Gibraltar,GIB,YR2017,
15304,Ghana,GHA,YR2017,3.369
15305,Germany,DEU,YR2017,3.746
15306,Georgia,GEO,YR2017,13.939
15307,"Gambia, The",GMB,YR2017,5.162
15308,Gabon,GAB,YR2017,20.351
15309,French Polynesia,PYF,YR2017,11.554
15310,France,FRA,YR2017,9.41
15311,Finland,FIN,YR2017,8.64
15312,Fiji,FJI,YR2017,4.328
15313,Faroe Islands,FRO,YR2017,
15314,Ethiopia,ETH,YR2017,2.678
15315,Eswatini,SWZ,YR2017,24.83
15316,Estonia,EST,YR2017,5.807
15317,Eritrea,ERI,YR2017,5.879
15318,Equatorial Guinea,GNQ,YR2017,8.329
15319,El Salvador,SLV,YR2017,4.385
15320,"Egypt, Arab Rep.",EGY,YR2017,11.767
15321,Ecuador,ECU,YR2017,3.836
15322,Dominican Republic,DOM,YR2017,5.832
15323,Dominica,DMA,YR2017,
15324,Djibouti,DJI,YR2017,26.064
15325,Denmark,DNK,YR2017,5.833
15326,Czechia,CZE,YR2017,2.893
15327,Cyprus,CYP,YR2017,11.155
15328,Curacao,CUW,YR2017,
15329,Cuba,CUB,YR2017,1.7
15330,Croatia,HRV,YR2017,11.208
15331,Cote d'Ivoire,CIV,YR2017,3.273
15332,Costa Rica,CRI,YR2017,7.729
15333,"Congo, Rep.",COG,YR2017,20.887
15334,"Congo, Dem. Rep.",COD,YR2017,4.637
15335,Comoros,COM,YR2017,5.04
15336,Colombia,COL,YR2017,9.086
15337,China,CHN,YR2017,4.47
15338,Chile,CHL,YR2017,7.29
15339,Channel Islands,CHI,YR2017,6.865
15340,Chad,TCD,YR2017,1.116
15341,Central African Republic,CAF,YR2017,5.969
15342,Cayman Islands,CYM,YR2017,
15343,Canada,CAN,YR2017,6.426
15344,Cameroon,CMR,YR2017,3.581
15345,Cambodia,KHM,YR2017,0.141
15346,Cabo Verde,CPV,YR2017,12.24
15347,Burundi,BDI,YR2017,1.258
15348,Burkina Faso,BFA,YR2017,4.66
15349,Bulgaria,BGR,YR2017,6.164
15350,Brunei Darussalam,BRN,YR2017,9.316
15351,British Virgin Islands,VGB,YR2017,
15352,Brazil,BRA,YR2017,12.792
15353,Botswana,BWA,YR2017,19.678
15354,Bosnia and Herzegovina,BIH,YR2017,20.527
15355,Bolivia,BOL,YR2017,3.655
15356,Bhutan,BTN,YR2017,3.039
15357,Bermuda,BMU,YR2017,
15358,Benin,BEN,YR2017,1.722
15359,Belize,BLZ,YR2017,6.596
15360,Belgium,BEL,YR2017,7.086
15361,Belarus,BLR,YR2017,5.648
15362,Barbados,BRB,YR2017,8.622
15363,Bangladesh,BGD,YR2017,4.372
15364,Bahrain,BHR,YR2017,1.196
15365,"Bahamas, The",BHS,YR2017,9.8
15366,Azerbaijan,AZE,YR2017,5.0
15367,Austria,AUT,YR2017,5.561
15368,Australia,AUS,YR2017,5.592
15369,Aruba,ABW,YR2017,
15370,Armenia,ARM,YR2017,12.968
15371,Argentina,ARG,YR2017,8.347
15372,Antigua and Barbuda,ATG,YR2017,
15373,Angola,AGO,YR2017,16.617
15374,Andorra,AND,YR2017,
15375,American Samoa,ASM,YR2017,
15376,Algeria,DZA,YR2017,12.0
15377,Albania,ALB,YR2017,13.616
15378,Afghanistan,AFG,YR2017,11.184
15379,World,WLD,YR2017,5.91614141999205
15380,Upper middle income,UMC,YR2017,5.98707050154594
15381,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2017,6.0446244692085
15382,Sub-Saharan Africa (excluding high income),SSA,YR2017,6.0446244692085
15383,Sub-Saharan Africa,SSF,YR2017,6.0446244692085
15384,South Asia (IDA & IBRD),TSA,YR2017,6.95480348947292
15385,South Asia,SAS,YR2017,6.95480348947292
15386,Small states,SST,YR2017,8.09252205807457
15387,Pre-demographic dividend,PRE,YR2017,5.46533363858061
15388,Post-demographic dividend,PST,YR2017,5.83639833337156
15389,Pacific island small states,PSS,YR2017,3.48418829093629
15390,Other small states,OSS,YR2017,8.21544312614478
15391,OECD members,OED,YR2017,5.90735032407124
15392,Not classified,INX,YR2017,
15393,North America,NAC,YR2017,4.58159619810452
15394,Middle income,MIC,YR2017,6.0885967228178
15395,Middle East & North Africa (IDA & IBRD countries),TMN,YR2017,12.5840105227982
15396,Middle East & North Africa (excluding high income),MNA,YR2017,12.7176995786461
15397,Middle East & North Africa,MEA,YR2017,10.797465686371
15398,Lower middle income,LMC,YR2017,6.22011004292745
15399,Low income,LIC,YR2017,5.0892095856532
15400,Low & middle income,LMY,YR2017,6.00338296990549
15401,Least developed countries: UN classification,LDC,YR2017,5.05965680278078
15402,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2017,8.15207411416683
15403,Latin America & Caribbean (excluding high income),LAC,YR2017,8.2319443020928
15404,Latin America & Caribbean,LCN,YR2017,8.04964446167378
15405,Late-demographic dividend,LTE,YR2017,5.26563670781674
15406,IDA total,IDA,YR2017,4.58345571310177
15407,IDA only,IDX,YR2017,4.69410672669928
15408,IDA blend,IDB,YR2017,4.33948088709596
15409,IDA & IBRD total,IBT,YR2017,5.99271648498028
15410,IBRD only,IBD,YR2017,6.38365785226418
15411,High income,HIC,YR2017,5.5904800410676
15412,Heavily indebted poor countries (HIPC),HPC,YR2017,4.52973789368646
15413,Fragile and conflict affected situations,FCS,YR2017,5.8948327706098
15414,European Union,EUU,YR2017,8.1194012443605
15415,Europe & Central Asia (IDA & IBRD countries),TEC,YR2017,7.0241393717098
15416,Europe & Central Asia (excluding high income),ECA,YR2017,8.83451466806739
15417,Europe & Central Asia,ECS,YR2017,7.43431878303094
15418,Euro area,EMU,YR2017,9.05337170464654
15419,East Asia & Pacific (IDA & IBRD countries),TEA,YR2017,3.93193268866435
15420,East Asia & Pacific (excluding high income),EAP,YR2017,3.91708260047549
15421,East Asia & Pacific,EAS,YR2017,3.87116311350851
15422,Early-demographic dividend,EAR,YR2017,6.69497324765732
15423,Central Europe and the Baltics,CEB,YR2017,5.29764711939543
15424,Caribbean small states,CSS,YR2017,10.9611837901566
15425,Arab World,ARB,YR2017,11.0687158153229
15426,Africa Western and Central,AFW,YR2017,4.2041704106045
15427,Africa Eastern and Southern,AFE,YR2017,7.12303202761927
15428,Zimbabwe,ZWE,YR2018,6.792
15429,Zambia,ZMB,YR2018,5.031
15430,"Yemen, Rep.",YEM,YR2018,17.644
15431,West Bank and Gaza,PSE,YR2018,26.256
15432,Virgin Islands (U.S.),VIR,YR2018,12.137
15433,Viet Nam,VNM,YR2018,1.161
15434,"Venezuela, RB",VEN,YR2018,5.463
15435,Vanuatu,VUT,YR2018,5.326
15436,Uzbekistan,UZB,YR2018,5.391
15437,Uruguay,URY,YR2018,8.336
15438,United States,USA,YR2018,3.896
15439,United Kingdom,GBR,YR2018,3.996
15440,United Arab Emirates,ARE,YR2018,2.236
15441,Ukraine,UKR,YR2018,8.799
15442,Uganda,UGA,YR2018,3.42
15443,Tuvalu,TUV,YR2018,
15444,Turks and Caicos Islands,TCA,YR2018,
15445,Turkmenistan,TKM,YR2018,4.051
15446,Turkiye,TUR,YR2018,10.956
15447,Tunisia,TUN,YR2018,15.459
15448,Trinidad and Tobago,TTO,YR2018,3.49
15449,Tonga,TON,YR2018,2.248
15450,Togo,TGO,YR2018,2.903
15451,Timor-Leste,TLS,YR2018,3.732
15452,Thailand,THA,YR2018,0.766
15453,Tanzania,TZA,YR2018,2.409
15454,Tajikistan,TJK,YR2018,6.898
15455,Syrian Arab Republic,SYR,YR2018,13.554
15456,Switzerland,CHE,YR2018,4.713
15457,Sweden,SWE,YR2018,6.365
15458,Suriname,SUR,YR2018,7.685
15459,Sudan,SDN,YR2018,12.605
15460,St. Vincent and the Grenadines,VCT,YR2018,18.968
15461,St. Martin (French part),MAF,YR2018,
15462,St. Lucia,LCA,YR2018,19.329
15463,St. Kitts and Nevis,KNA,YR2018,
15464,Sri Lanka,LKA,YR2018,4.318
15465,Spain,ESP,YR2018,15.255
15466,South Sudan,SSD,YR2018,12.918
15467,South Africa,ZAF,YR2018,24.218
15468,Somalia,SOM,YR2018,18.783
15469,Solomon Islands,SLB,YR2018,0.723
15470,Slovenia,SVN,YR2018,5.116
15471,Slovak Republic,SVK,YR2018,6.544
15472,Sint Maarten (Dutch part),SXM,YR2018,
15473,Singapore,SGP,YR2018,3.613
15474,Sierra Leone,SLE,YR2018,3.193
15475,Seychelles,SYC,YR2018,
15476,Serbia,SRB,YR2018,12.733
15477,Senegal,SEN,YR2018,3.567
15478,Saudi Arabia,SAU,YR2018,6.029
15479,Sao Tome and Principe,STP,YR2018,13.878
15480,San Marino,SMR,YR2018,
15481,Samoa,WSM,YR2018,9.512
15482,Rwanda,RWA,YR2018,10.759
15483,Russian Federation,RUS,YR2018,4.846
15484,Romania,ROU,YR2018,4.187
15485,Qatar,QAT,YR2018,0.11
15486,Puerto Rico,PRI,YR2018,9.2
15487,Portugal,PRT,YR2018,6.994
15488,Poland,POL,YR2018,3.846
15489,Philippines,PHL,YR2018,2.338
15490,Peru,PER,YR2018,3.492
15491,Paraguay,PRY,YR2018,6.217
15492,Papua New Guinea,PNG,YR2018,2.604
15493,Panama,PAN,YR2018,5.218
15494,Palau,PLW,YR2018,
15495,Pakistan,PAK,YR2018,4.083
15496,Oman,OMN,YR2018,1.8
15497,Norway,NOR,YR2018,3.8
15498,Northern Mariana Islands,MNP,YR2018,
15499,North Macedonia,MKD,YR2018,21.208
15500,Nigeria,NGA,YR2018,5.065
15501,Niger,NER,YR2018,0.546
15502,Nicaragua,NIC,YR2018,5.2
15503,New Zealand,NZL,YR2018,4.335
15504,New Caledonia,NCL,YR2018,11.702
15505,Netherlands,NLD,YR2018,3.831
15506,Nepal,NPL,YR2018,10.63
15507,Nauru,NRU,YR2018,
15508,Namibia,NAM,YR2018,19.877
15509,Myanmar,MMR,YR2018,0.767
15510,Mozambique,MOZ,YR2018,3.602
15511,Morocco,MAR,YR2018,9.282
15512,Montenegro,MNE,YR2018,15.19
15513,Mongolia,MNG,YR2018,5.377
15514,Monaco,MCO,YR2018,
15515,Moldova,MDA,YR2018,1.239
15516,"Micronesia, Fed. Sts.",FSM,YR2018,
15517,Mexico,MEX,YR2018,3.275
15518,Mauritius,MUS,YR2018,6.427
15519,Mauritania,MRT,YR2018,10.438
15520,Marshall Islands,MHL,YR2018,
15521,Malta,MLT,YR2018,3.665
15522,Mali,MLI,YR2018,1.62
15523,Maldives,MDV,YR2018,4.959
15524,Malaysia,MYS,YR2018,3.3
15525,Malawi,MWI,YR2018,5.003
15526,Madagascar,MDG,YR2018,2.289
15527,"Macao SAR, China",MAC,YR2018,1.834
15528,Luxembourg,LUX,YR2018,5.585
15529,Lithuania,LTU,YR2018,6.147
15530,Liechtenstein,LIE,YR2018,
15531,Libya,LBY,YR2018,18.836
15532,Liberia,LBR,YR2018,3.057
15533,Lesotho,LSO,YR2018,16.637
15534,Lebanon,LBN,YR2018,10.741
15535,Latvia,LVA,YR2018,7.412
15536,Lao PDR,LAO,YR2018,2.896
15537,Kyrgyz Republic,KGZ,YR2018,3.673
15538,Kuwait,KWT,YR2018,2.198
15539,Kosovo,XKX,YR2018,
15540,"Korea, Rep.",KOR,YR2018,3.824
15541,"Korea, Dem. People's Rep.",PRK,YR2018,2.784
15542,Kiribati,KIR,YR2018,
15543,Kenya,KEN,YR2018,4.284
15544,Kazakhstan,KAZ,YR2018,4.85
15545,Jordan,JOR,YR2018,18.257
15546,Japan,JPN,YR2018,2.467
15547,Jamaica,JAM,YR2018,5.47
15548,Italy,ITA,YR2018,10.61
15549,Israel,ISR,YR2018,3.917
15550,Isle of Man,IMN,YR2018,
15551,Ireland,IRL,YR2018,5.741
15552,Iraq,IRQ,YR2018,13.509
15553,"Iran, Islamic Rep.",IRN,YR2018,12.195
15554,Indonesia,IDN,YR2018,4.387
15555,India,IND,YR2018,7.652
15556,Iceland,ISL,YR2018,2.704
15557,Hungary,HUN,YR2018,3.709
15558,"Hong Kong SAR, China",HKG,YR2018,2.805
15559,Honduras,HND,YR2018,5.622
15560,Haiti,HTI,YR2018,13.937
15561,Guyana,GUY,YR2018,14.019
15562,Guinea-Bissau,GNB,YR2018,3.196
15563,Guinea,GIN,YR2018,4.771
15564,Guatemala,GTM,YR2018,2.283
15565,Guam,GUM,YR2018,5.447
15566,Grenada,GRD,YR2018,
15567,Greenland,GRL,YR2018,
15568,Greece,GRC,YR2018,19.179
15569,Gibraltar,GIB,YR2018,
15570,Ghana,GHA,YR2018,3.251
15571,Germany,DEU,YR2018,3.384
15572,Georgia,GEO,YR2018,12.667
15573,"Gambia, The",GMB,YR2018,4.127
15574,Gabon,GAB,YR2018,20.502
15575,French Polynesia,PYF,YR2018,11.553
15576,France,FRA,YR2018,9.018
15577,Finland,FIN,YR2018,7.361
15578,Fiji,FJI,YR2018,4.34
15579,Faroe Islands,FRO,YR2018,
15580,Ethiopia,ETH,YR2018,2.825
15581,Eswatini,SWZ,YR2018,26.983
15582,Estonia,EST,YR2018,5.412
15583,Eritrea,ERI,YR2018,5.758
15584,Equatorial Guinea,GNQ,YR2018,8.256
15585,El Salvador,SLV,YR2018,4.006
15586,"Egypt, Arab Rep.",EGY,YR2018,9.855
15587,Ecuador,ECU,YR2018,3.53
15588,Dominican Republic,DOM,YR2018,5.861
15589,Dominica,DMA,YR2018,
15590,Djibouti,DJI,YR2018,26.18
15591,Denmark,DNK,YR2018,5.131
15592,Czechia,CZE,YR2018,2.246
15593,Cyprus,CYP,YR2018,8.504
15594,Curacao,CUW,YR2018,
15595,Cuba,CUB,YR2018,1.7
15596,Croatia,HRV,YR2018,8.432
15597,Cote d'Ivoire,CIV,YR2018,2.851
15598,Costa Rica,CRI,YR2018,9.01
15599,"Congo, Rep.",COG,YR2018,20.938
15600,"Congo, Dem. Rep.",COD,YR2018,4.661
15601,Comoros,COM,YR2018,5.018
15602,Colombia,COL,YR2018,9.36
15603,China,CHN,YR2018,4.31
15604,Chile,CHL,YR2018,7.647
15605,Channel Islands,CHI,YR2018,6.324
15606,Chad,TCD,YR2018,1.135
15607,Central African Republic,CAF,YR2018,5.896
15608,Cayman Islands,CYM,YR2018,
15609,Canada,CAN,YR2018,5.837
15610,Cameroon,CMR,YR2018,3.619
15611,Cambodia,KHM,YR2018,0.13
15612,Cabo Verde,CPV,YR2018,12.17
15613,Burundi,BDI,YR2018,1.157
15614,Burkina Faso,BFA,YR2018,4.695
15615,Bulgaria,BGR,YR2018,5.212
15616,Brunei Darussalam,BRN,YR2018,8.7
15617,British Virgin Islands,VGB,YR2018,
15618,Brazil,BRA,YR2018,12.33
15619,Botswana,BWA,YR2018,19.679
15620,Bosnia and Herzegovina,BIH,YR2018,18.4
15621,Bolivia,BOL,YR2018,3.519
15622,Bhutan,BTN,YR2018,3.35
15623,Bermuda,BMU,YR2018,
15624,Benin,BEN,YR2018,1.473
15625,Belize,BLZ,YR2018,7.899
15626,Belgium,BEL,YR2018,5.948
15627,Belarus,BLR,YR2018,4.763
15628,Barbados,BRB,YR2018,8.322
15629,Bangladesh,BGD,YR2018,4.532
15630,Bahrain,BHR,YR2018,1.202
15631,"Bahamas, The",BHS,YR2018,10.0
15632,Azerbaijan,AZE,YR2018,4.9
15633,Austria,AUT,YR2018,4.933
15634,Australia,AUS,YR2018,5.3
15635,Aruba,ABW,YR2018,
15636,Armenia,ARM,YR2018,13.212
15637,Argentina,ARG,YR2018,9.221
15638,Antigua and Barbuda,ATG,YR2018,
15639,Angola,AGO,YR2018,16.599
15640,Andorra,AND,YR2018,
15641,American Samoa,ASM,YR2018,
15642,Algeria,DZA,YR2018,12.15
15643,Albania,ALB,YR2018,12.304
15644,Afghanistan,AFG,YR2018,11.206
15645,World,WLD,YR2018,5.75639790322219
15646,Upper middle income,UMC,YR2018,5.91472641849046
15647,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2018,6.01754020171336
15648,Sub-Saharan Africa (excluding high income),SSA,YR2018,6.01754020171336
15649,Sub-Saharan Africa,SSF,YR2018,6.01754020171336
15650,South Asia (IDA & IBRD),TSA,YR2018,7.00880479011883
15651,South Asia,SAS,YR2018,7.00880479011883
15652,Small states,SST,YR2018,7.85457543799761
15653,Pre-demographic dividend,PRE,YR2018,5.45851475517408
15654,Post-demographic dividend,PST,YR2018,5.28825303519223
15655,Pacific island small states,PSS,YR2018,3.49163625149505
15656,Other small states,OSS,YR2018,7.84284122860608
15657,OECD members,OED,YR2018,5.46951508208401
15658,Not classified,INX,YR2018,
15659,North America,NAC,YR2018,4.1087380763703
15660,Middle income,MIC,YR2018,6.01535548161313
15661,Middle East & North Africa (IDA & IBRD countries),TMN,YR2018,12.1183901510572
15662,Middle East & North Africa (excluding high income),MNA,YR2018,12.2635996062965
15663,Middle East & North Africa,MEA,YR2018,10.4034809410759
15664,Lower middle income,LMC,YR2018,6.14458475751361
15665,Low income,LIC,YR2018,5.01295803880824
15666,Low & middle income,LMY,YR2018,5.92839217387876
15667,Least developed countries: UN classification,LDC,YR2018,4.95126747795396
15668,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2018,8.0579702394819
15669,Latin America & Caribbean (excluding high income),LAC,YR2018,8.09059653566877
15670,Latin America & Caribbean,LCN,YR2018,7.95304389320945
15671,Late-demographic dividend,LTE,YR2018,5.04578213220743
15672,IDA total,IDA,YR2018,4.66995645285721
15673,IDA only,IDX,YR2018,4.60310662839116
15674,IDA blend,IDB,YR2018,4.81834732009468
15675,IDA & IBRD total,IBT,YR2018,5.90275075836632
15676,IBRD only,IBD,YR2018,6.25104228526483
15677,High income,HIC,YR2018,5.08423937936413
15678,Heavily indebted poor countries (HIPC),HPC,YR2018,4.42870182767585
15679,Fragile and conflict affected situations,FCS,YR2018,5.87451673246892
15680,European Union,EUU,YR2018,7.25186197003969
15681,Europe & Central Asia (IDA & IBRD countries),TEC,YR2018,6.57428940750591
15682,Europe & Central Asia (excluding high income),ECA,YR2018,8.49122418173747
15683,Europe & Central Asia,ECS,YR2018,6.83378209024065
15684,Euro area,EMU,YR2018,8.15820119060281
15685,East Asia & Pacific (IDA & IBRD countries),TEA,YR2018,3.8227222566523
15686,East Asia & Pacific (excluding high income),EAP,YR2018,3.80842977966395
15687,East Asia & Pacific,EAS,YR2018,3.75027725399733
15688,Early-demographic dividend,EAR,YR2018,6.71442239238817
15689,Central Europe and the Baltics,CEB,YR2018,4.31558554732781
15690,Caribbean small states,CSS,YR2018,11.1749613879246
15691,Arab World,ARB,YR2018,10.5986007596487
15692,Africa Western and Central,AFW,YR2018,4.22416721373206
15693,Africa Eastern and Southern,AFE,YR2018,7.06844009954607
15694,Zimbabwe,ZWE,YR2019,7.373
15695,Zambia,ZMB,YR2019,5.539
15696,"Yemen, Rep.",YEM,YR2019,17.303
15697,West Bank and Gaza,PSE,YR2019,25.34
15698,Virgin Islands (U.S.),VIR,YR2019,12.259
15699,Viet Nam,VNM,YR2019,1.681
15700,"Venezuela, RB",VEN,YR2019,5.887
15701,Vanuatu,VUT,YR2019,5.445
15702,Uzbekistan,UZB,YR2019,4.945
15703,Uruguay,URY,YR2019,8.734
15704,United States,USA,YR2019,3.669
15705,United Kingdom,GBR,YR2019,3.737
15706,United Arab Emirates,ARE,YR2019,2.331
15707,Ukraine,UKR,YR2019,8.194
15708,Uganda,UGA,YR2019,3.185
15709,Tuvalu,TUV,YR2019,
15710,Turks and Caicos Islands,TCA,YR2019,
15711,Turkmenistan,TKM,YR2019,4.055
15712,Turkiye,TUR,YR2019,13.73
15713,Tunisia,TUN,YR2019,17.153
15714,Trinidad and Tobago,TTO,YR2019,3.523
15715,Tonga,TON,YR2019,2.164
15716,Togo,TGO,YR2019,2.056
15717,Timor-Leste,TLS,YR2019,3.129
15718,Thailand,THA,YR2019,0.716
15719,Tanzania,TZA,YR2019,2.518
15720,Tajikistan,TJK,YR2019,6.898
15721,Syrian Arab Republic,SYR,YR2019,13.393
15722,Switzerland,CHE,YR2019,4.394
15723,Sweden,SWE,YR2019,6.833
15724,Suriname,SUR,YR2019,7.545
15725,Sudan,SDN,YR2019,12.014
15726,St. Vincent and the Grenadines,VCT,YR2019,19.22
15727,St. Martin (French part),MAF,YR2019,
15728,St. Lucia,LCA,YR2019,15.613
15729,St. Kitts and Nevis,KNA,YR2019,
15730,Sri Lanka,LKA,YR2019,4.67
15731,Spain,ESP,YR2019,14.104
15732,South Sudan,SSD,YR2019,12.642
15733,South Africa,ZAF,YR2019,25.538
15734,Somalia,SOM,YR2019,18.828
15735,Solomon Islands,SLB,YR2019,0.746
15736,Slovenia,SVN,YR2019,4.448
15737,Slovak Republic,SVK,YR2019,5.761
15738,Sint Maarten (Dutch part),SXM,YR2019,
15739,Singapore,SGP,YR2019,3.1
15740,Sierra Leone,SLE,YR2019,3.204
15741,Seychelles,SYC,YR2019,
15742,Serbia,SRB,YR2019,10.395
15743,Senegal,SEN,YR2019,2.863
15744,Saudi Arabia,SAU,YR2019,5.636
15745,Sao Tome and Principe,STP,YR2019,13.998
15746,San Marino,SMR,YR2019,
15747,Samoa,WSM,YR2019,9.601
15748,Rwanda,RWA,YR2019,11.236
15749,Russian Federation,RUS,YR2019,4.496
15750,Romania,ROU,YR2019,3.912
15751,Qatar,QAT,YR2019,0.1
15752,Puerto Rico,PRI,YR2019,8.3
15753,Portugal,PRT,YR2019,6.464
15754,Poland,POL,YR2019,3.277
15755,Philippines,PHL,YR2019,2.237
15756,Peru,PER,YR2019,3.379
15757,Paraguay,PRY,YR2019,6.595
15758,Papua New Guinea,PNG,YR2019,2.599
15759,Panama,PAN,YR2019,6.332
15760,Palau,PLW,YR2019,
15761,Pakistan,PAK,YR2019,4.83
15762,Oman,OMN,YR2019,2.052
15763,Norway,NOR,YR2019,3.687
15764,Northern Mariana Islands,MNP,YR2019,
15765,North Macedonia,MKD,YR2019,17.414
15766,Nigeria,NGA,YR2019,5.206
15767,Niger,NER,YR2019,0.544
15768,Nicaragua,NIC,YR2019,5.47
15769,New Zealand,NZL,YR2019,4.109
15770,New Caledonia,NCL,YR2019,10.881
15771,Netherlands,NLD,YR2019,3.38
15772,Nepal,NPL,YR2019,10.578
15773,Nauru,NRU,YR2019,
15774,Namibia,NAM,YR2019,19.945
15775,Myanmar,MMR,YR2019,0.407
15776,Mozambique,MOZ,YR2019,3.632
15777,Morocco,MAR,YR2019,9.21
15778,Montenegro,MNE,YR2019,15.128
15779,Mongolia,MNG,YR2019,9.269
15780,Monaco,MCO,YR2019,
15781,Moldova,MDA,YR2019,1.502
15782,"Micronesia, Fed. Sts.",FSM,YR2019,
15783,Mexico,MEX,YR2019,3.477
15784,Mauritius,MUS,YR2019,6.331
15785,Mauritania,MRT,YR2019,10.416
15786,Marshall Islands,MHL,YR2019,
15787,Malta,MLT,YR2019,3.627
15788,Mali,MLI,YR2019,2.414
15789,Maldives,MDV,YR2019,4.562
15790,Malaysia,MYS,YR2019,3.26
15791,Malawi,MWI,YR2019,4.949
15792,Madagascar,MDG,YR2019,2.46
15793,"Macao SAR, China",MAC,YR2019,1.749
15794,Luxembourg,LUX,YR2019,5.595
15795,Lithuania,LTU,YR2019,6.255
15796,Liechtenstein,LIE,YR2019,
15797,Libya,LBY,YR2019,19.037
15798,Liberia,LBR,YR2019,3.072
15799,Lesotho,LSO,YR2019,16.876
15800,Lebanon,LBN,YR2019,11.301
15801,Latvia,LVA,YR2019,6.312
15802,Lao PDR,LAO,YR2019,2.528
15803,Kyrgyz Republic,KGZ,YR2019,4.252
15804,Kuwait,KWT,YR2019,2.239
15805,Kosovo,XKX,YR2019,
15806,"Korea, Rep.",KOR,YR2019,3.746
15807,"Korea, Dem. People's Rep.",PRK,YR2019,2.838
15808,Kiribati,KIR,YR2019,
15809,Kenya,KEN,YR2019,5.014
15810,Kazakhstan,KAZ,YR2019,4.8
15811,Jordan,JOR,YR2019,16.801
15812,Japan,JPN,YR2019,2.351
15813,Jamaica,JAM,YR2019,4.987
15814,Italy,ITA,YR2019,9.952
15815,Israel,ISR,YR2019,3.731
15816,Isle of Man,IMN,YR2019,
15817,Ireland,IRL,YR2019,4.95
15818,Iraq,IRQ,YR2019,14.142
15819,"Iran, Islamic Rep.",IRN,YR2019,10.74
15820,Indonesia,IDN,YR2019,3.59
15821,India,IND,YR2019,6.51
15822,Iceland,ISL,YR2019,3.507
15823,Hungary,HUN,YR2019,3.419
15824,"Hong Kong SAR, China",HKG,YR2019,2.917
15825,Honduras,HND,YR2019,5.551
15826,Haiti,HTI,YR2019,14.133
15827,Guyana,GUY,YR2019,13.525
15828,Guinea-Bissau,GNB,YR2019,3.219
15829,Guinea,GIN,YR2019,5.018
15830,Guatemala,GTM,YR2019,2.193
15831,Guam,GUM,YR2019,5.402
15832,Grenada,GRD,YR2019,
15833,Greenland,GRL,YR2019,
15834,Greece,GRC,YR2019,17.045
15835,Gibraltar,GIB,YR2019,
15836,Ghana,GHA,YR2019,3.156
15837,Germany,DEU,YR2019,3.136
15838,Georgia,GEO,YR2019,11.565
15839,"Gambia, The",GMB,YR2019,4.532
15840,Gabon,GAB,YR2019,20.426
15841,French Polynesia,PYF,YR2019,11.536
15842,France,FRA,YR2019,8.415
15843,Finland,FIN,YR2019,6.695
15844,Fiji,FJI,YR2019,4.38
15845,Faroe Islands,FRO,YR2019,
15846,Ethiopia,ETH,YR2019,2.945
15847,Eswatini,SWZ,YR2019,29.049
15848,Estonia,EST,YR2019,4.514
15849,Eritrea,ERI,YR2019,5.789
15850,Equatorial Guinea,GNQ,YR2019,8.367
15851,El Salvador,SLV,YR2019,4.17
15852,"Egypt, Arab Rep.",EGY,YR2019,7.851
15853,Ecuador,ECU,YR2019,3.812
15854,Dominican Republic,DOM,YR2019,6.356
15855,Dominica,DMA,YR2019,
15856,Djibouti,DJI,YR2019,26.246
15857,Denmark,DNK,YR2019,5.018
15858,Czechia,CZE,YR2019,2.015
15859,Cyprus,CYP,YR2019,7.155
15860,Curacao,CUW,YR2019,
15861,Cuba,CUB,YR2019,1.2
15862,Croatia,HRV,YR2019,6.617
15863,Cote d'Ivoire,CIV,YR2019,2.401
15864,Costa Rica,CRI,YR2019,10.807
15865,"Congo, Rep.",COG,YR2019,20.608
15866,"Congo, Dem. Rep.",COD,YR2019,4.642
15867,Comoros,COM,YR2019,5.1
15868,Colombia,COL,YR2019,10.28
15869,China,CHN,YR2019,4.56
15870,Chile,CHL,YR2019,7.533
15871,Channel Islands,CHI,YR2019,6.17
15872,Chad,TCD,YR2019,1.081
15873,Central African Republic,CAF,YR2019,5.978
15874,Cayman Islands,CYM,YR2019,
15875,Canada,CAN,YR2019,5.69
15876,Cameroon,CMR,YR2019,3.646
15877,Cambodia,KHM,YR2019,0.12
15878,Cabo Verde,CPV,YR2019,12.118
15879,Burundi,BDI,YR2019,1.053
15880,Burkina Faso,BFA,YR2019,4.701
15881,Bulgaria,BGR,YR2019,4.23
15882,Brunei Darussalam,BRN,YR2019,6.6
