,Country,economy,Year,Unemployment_Percentage
15883,British Virgin Islands,VGB,YR2019,
15884,Brazil,BRA,YR2019,11.936
15885,Botswana,BWA,YR2019,20.094
15886,Bosnia and Herzegovina,BIH,YR2019,15.692
15887,Bolivia,BOL,YR2019,3.682
15888,Bhutan,BTN,YR2019,2.72
15889,Bermuda,BMU,YR2019,
15890,Benin,BEN,YR2019,1.402
15891,Belize,BLZ,YR2019,9.053
15892,Belgium,BEL,YR2019,5.36
15893,Belarus,BLR,YR2019,4.165
15894,Barbados,BRB,YR2019,8.413
15895,Bangladesh,BGD,YR2019,4.693
15896,Bahrain,BHR,YR2019,1.226
15897,"Bahamas, The",BHS,YR2019,10.011
15898,Azerbaijan,AZE,YR2019,5.0
15899,Austria,AUT,YR2019,4.56
15900,Australia,AUS,YR2019,5.159
15901,Aruba,ABW,YR2019,
15902,Armenia,ARM,YR2019,12.2
15903,Argentina,ARG,YR2019,9.843
15904,Antigua and Barbuda,ATG,YR2019,
15905,Angola,AGO,YR2019,16.497
15906,Andorra,AND,YR2019,
15907,American Samoa,ASM,YR2019,
15908,Algeria,DZA,YR2019,12.285
15909,Albania,ALB,YR2019,11.466
15910,Afghanistan,AFG,YR2019,11.224
15911,World,WLD,YR2019,5.5829801043763
15912,Upper middle income,UMC,YR2019,6.03939956872472
15913,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2019,6.1385567095684
15914,Sub-Saharan Africa (excluding high income),SSA,YR2019,6.1385567095684
15915,Sub-Saharan Africa,SSF,YR2019,6.1385567095684
15916,South Asia (IDA & IBRD),TSA,YR2019,6.23383231502801
15917,South Asia,SAS,YR2019,6.23383231502801
15918,Small states,SST,YR2019,7.5896147335354
15919,Pre-demographic dividend,PRE,YR2019,5.51609281598594
15920,Post-demographic dividend,PST,YR2019,4.93964776716091
15921,Pacific island small states,PSS,YR2019,3.51851427690957
15922,Other small states,OSS,YR2019,7.55897242328313
15923,OECD members,OED,YR2019,5.38904353838096
15924,Not classified,INX,YR2019,
15925,North America,NAC,YR2019,3.89241194091645
15926,Middle income,MIC,YR2019,5.86493424488872
15927,Middle East & North Africa (IDA & IBRD countries),TMN,YR2019,11.3500577984175
15928,Middle East & North Africa (excluding high income),MNA,YR2019,11.4990845341433
15929,Middle East & North Africa,MEA,YR2019,9.75438801996505
15930,Lower middle income,LMC,YR2019,5.64287059341806
15931,Low income,LIC,YR2019,5.00826879309828
15932,Low & middle income,LMY,YR2019,5.78935121664157
15933,Least developed countries: UN classification,LDC,YR2019,4.96337678965536
15934,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2019,8.13346018819448
15935,Latin America & Caribbean (excluding high income),LAC,YR2019,8.12851324619014
15936,Latin America & Caribbean,LCN,YR2019,8.01658034651881
15937,Late-demographic dividend,LTE,YR2019,5.18904341207346
15938,IDA total,IDA,YR2019,4.79765160867445
15939,IDA only,IDX,YR2019,4.61487334501369
15940,IDA blend,IDB,YR2019,5.20260195436894
15941,IDA & IBRD total,IBT,YR2019,5.7571242987576
15942,IBRD only,IBD,YR2019,6.03343538961832
15943,High income,HIC,YR2019,4.76129186481174
15944,Heavily indebted poor countries (HIPC),HPC,YR2019,4.42264514071187
15945,Fragile and conflict affected situations,FCS,YR2019,5.89409658257476
15946,European Union,EUU,YR2019,6.67426331604498
15947,Europe & Central Asia (IDA & IBRD countries),TEC,YR2019,6.62152235765995
15948,Europe & Central Asia (excluding high income),ECA,YR2019,8.9809853115438
15949,Europe & Central Asia,ECS,YR2019,6.58944478950001
15950,Euro area,EMU,YR2019,7.50602326318793
15951,East Asia & Pacific (IDA & IBRD countries),TEA,YR2019,3.91382134934695
15952,East Asia & Pacific (excluding high income),EAP,YR2019,3.89898080766025
15953,East Asia & Pacific,EAS,YR2019,3.81998173042609
15954,Early-demographic dividend,EAR,YR2019,6.24937981637554
15955,Central Europe and the Baltics,CEB,YR2019,3.78084720704764
15956,Caribbean small states,CSS,YR2019,10.8562293538131
15957,Arab World,ARB,YR2019,10.1413306101718
15958,Africa Western and Central,AFW,YR2019,4.24794393851122
15959,Africa Eastern and Southern,AFE,YR2019,7.24466987969725
15960,Zimbabwe,ZWE,YR2020,8.621
15961,Zambia,ZMB,YR2020,6.032
15962,"Yemen, Rep.",YEM,YR2020,17.972
15963,West Bank and Gaza,PSE,YR2020,25.895
15964,Virgin Islands (U.S.),VIR,YR2020,14.836
15965,Viet Nam,VNM,YR2020,2.103
15966,"Venezuela, RB",VEN,YR2020,7.53
15967,Vanuatu,VUT,YR2020,4.046
15968,Uzbekistan,UZB,YR2020,5.293
15969,Uruguay,URY,YR2020,10.33
15970,United States,USA,YR2020,8.055
15971,United Kingdom,GBR,YR2020,4.472
15972,United Arab Emirates,ARE,YR2020,4.294
15973,Ukraine,UKR,YR2020,9.475
15974,Uganda,UGA,YR2020,3.914
15975,Tuvalu,TUV,YR2020,
15976,Turks and Caicos Islands,TCA,YR2020,
15977,Turkmenistan,TKM,YR2020,4.489
15978,Turkiye,TUR,YR2020,13.148
15979,Tunisia,TUN,YR2020,17.576
15980,Trinidad and Tobago,TTO,YR2020,4.206
15981,Tonga,TON,YR2020,2.675
15982,Togo,TGO,YR2020,2.211
15983,Timor-Leste,TLS,YR2020,2.792
15984,Thailand,THA,YR2020,1.099
15985,Tanzania,TZA,YR2020,2.781
15986,Tajikistan,TJK,YR2020,7.176
15987,Syrian Arab Republic,SYR,YR2020,15.176
15988,Switzerland,CHE,YR2020,4.817
15989,Sweden,SWE,YR2020,8.291
15990,Suriname,SUR,YR2020,8.726
15991,Sudan,SDN,YR2020,12.368
15992,St. Vincent and the Grenadines,VCT,YR2020,20.563
15993,St. Martin (French part),MAF,YR2020,
15994,St. Lucia,LCA,YR2020,25.225
15995,St. Kitts and Nevis,KNA,YR2020,
15996,Sri Lanka,LKA,YR2020,5.365
15997,Spain,ESP,YR2020,15.532
15998,South Sudan,SSD,YR2020,14.204
15999,South Africa,ZAF,YR2020,24.339
16000,Somalia,SOM,YR2020,19.35
16001,Solomon Islands,SLB,YR2020,0.852
16002,Slovenia,SVN,YR2020,4.974
16003,Slovak Republic,SVK,YR2020,6.719
16004,Sint Maarten (Dutch part),SXM,YR2020,
16005,Singapore,SGP,YR2020,4.1
16006,Sierra Leone,SLE,YR2020,3.485
16007,Seychelles,SYC,YR2020,
16008,Serbia,SRB,YR2020,9.011
16009,Senegal,SEN,YR2020,3.405
16010,Saudi Arabia,SAU,YR2020,7.45
16011,Sao Tome and Principe,STP,YR2020,15.183
16012,San Marino,SMR,YR2020,
16013,Samoa,WSM,YR2020,10.214
16014,Rwanda,RWA,YR2020,11.829
16015,Russian Federation,RUS,YR2020,5.589
16016,Romania,ROU,YR2020,5.035
16017,Qatar,QAT,YR2020,0.14
16018,Puerto Rico,PRI,YR2020,8.89
16019,Portugal,PRT,YR2020,6.796
16020,Poland,POL,YR2020,3.162
16021,Philippines,PHL,YR2020,2.522
16022,Peru,PER,YR2020,7.179
16023,Paraguay,PRY,YR2020,7.548
16024,Papua New Guinea,PNG,YR2020,2.814
16025,Panama,PAN,YR2020,14.183
16026,Palau,PLW,YR2020,
16027,Pakistan,PAK,YR2020,6.162
16028,Oman,OMN,YR2020,2.94
16029,Norway,NOR,YR2020,4.422
16030,Northern Mariana Islands,MNP,YR2020,
16031,North Macedonia,MKD,YR2020,16.575
16032,Nigeria,NGA,YR2020,5.712
16033,Niger,NER,YR2020,0.62
16034,Nicaragua,NIC,YR2020,6.167
16035,New Zealand,NZL,YR2020,4.595
16036,New Caledonia,NCL,YR2020,13.558
16037,Netherlands,NLD,YR2020,3.819
16038,Nepal,NPL,YR2020,13.157
16039,Nauru,NRU,YR2020,
16040,Namibia,NAM,YR2020,20.966
16041,Myanmar,MMR,YR2020,1.476
16042,Mozambique,MOZ,YR2020,3.877
16043,Morocco,MAR,YR2020,11.203
16044,Montenegro,MNE,YR2020,17.878
16045,Mongolia,MNG,YR2020,6.594
16046,Monaco,MCO,YR2020,
16047,Moldova,MDA,YR2020,1.206
16048,"Micronesia, Fed. Sts.",FSM,YR2020,
16049,Mexico,MEX,YR2020,4.441
16050,Mauritius,MUS,YR2020,8.627
16051,Mauritania,MRT,YR2020,11.01
16052,Marshall Islands,MHL,YR2020,
16053,Malta,MLT,YR2020,4.357
16054,Mali,MLI,YR2020,3.528
16055,Maldives,MDV,YR2020,5.404
16056,Malaysia,MYS,YR2020,4.54
16057,Malawi,MWI,YR2020,5.681
16058,Madagascar,MDG,YR2020,3.246
16059,"Macao SAR, China",MAC,YR2020,2.566
16060,Luxembourg,LUX,YR2020,6.773
16061,Lithuania,LTU,YR2020,8.487
16062,Liechtenstein,LIE,YR2020,
16063,Libya,LBY,YR2020,19.535
16064,Liberia,LBR,YR2020,4.092
16065,Lesotho,LSO,YR2020,18.351
16066,Lebanon,LBN,YR2020,13.235
16067,Latvia,LVA,YR2020,8.098
16068,Lao PDR,LAO,YR2020,2.314
16069,Kyrgyz Republic,KGZ,YR2020,4.63
16070,Kuwait,KWT,YR2020,3.535
16071,Kosovo,XKX,YR2020,
16072,"Korea, Rep.",KOR,YR2020,3.931
16073,"Korea, Dem. People's Rep.",PRK,YR2020,3.029
16074,Kiribati,KIR,YR2020,
16075,Kenya,KEN,YR2020,5.621
16076,Kazakhstan,KAZ,YR2020,4.89
16077,Jordan,JOR,YR2020,19.213
16078,Japan,JPN,YR2020,2.809
16079,Jamaica,JAM,YR2020,6.501
16080,Italy,ITA,YR2020,9.164
16081,Israel,ISR,YR2020,4.169
16082,Isle of Man,IMN,YR2020,
16083,Ireland,IRL,YR2020,5.623
16084,Iraq,IRQ,YR2020,15.776
16085,"Iran, Islamic Rep.",IRN,YR2020,9.687
16086,Indonesia,IDN,YR2020,4.255
16087,India,IND,YR2020,7.859
16088,Iceland,ISL,YR2020,5.478
16089,Hungary,HUN,YR2020,4.25
16090,"Hong Kong SAR, China",HKG,YR2020,5.808
16091,Honduras,HND,YR2020,10.679
16092,Haiti,HTI,YR2020,15.56
16093,Guyana,GUY,YR2020,15.701
16094,Guinea-Bissau,GNB,YR2020,3.614
16095,Guinea,GIN,YR2020,5.993
16096,Guatemala,GTM,YR2020,2.953
16097,Guam,GUM,YR2020,6.227
16098,Grenada,GRD,YR2020,
16099,Greenland,GRL,YR2020,
16100,Greece,GRC,YR2020,15.899
16101,Gibraltar,GIB,YR2020,
16102,Ghana,GHA,YR2020,3.285
16103,Germany,DEU,YR2020,3.856
16104,Georgia,GEO,YR2020,11.73
16105,"Gambia, The",GMB,YR2020,5.858
16106,Gabon,GAB,YR2020,21.273
16107,French Polynesia,PYF,YR2020,12.879
16108,France,FRA,YR2020,8.01
16109,Finland,FIN,YR2020,7.759
16110,Fiji,FJI,YR2020,4.623
16111,Faroe Islands,FRO,YR2020,
16112,Ethiopia,ETH,YR2020,4.024
16113,Eswatini,SWZ,YR2020,34.232
16114,Estonia,EST,YR2020,6.956
16115,Eritrea,ERI,YR2020,6.307
16116,Equatorial Guinea,GNQ,YR2020,9.075
16117,El Salvador,SLV,YR2020,5.008
16118,"Egypt, Arab Rep.",EGY,YR2020,7.974
16119,Ecuador,ECU,YR2020,6.127
16120,Dominican Republic,DOM,YR2020,6.126
16121,Dominica,DMA,YR2020,
16122,Djibouti,DJI,YR2020,27.645
16123,Denmark,DNK,YR2020,5.637
16124,Czechia,CZE,YR2020,2.551
16125,Cyprus,CYP,YR2020,7.755
16126,Curacao,CUW,YR2020,
16127,Cuba,CUB,YR2020,1.4
16128,Croatia,HRV,YR2020,7.507
16129,Cote d'Ivoire,CIV,YR2020,2.559
16130,Costa Rica,CRI,YR2020,16.432
16131,"Congo, Rep.",COG,YR2020,22.373
16132,"Congo, Dem. Rep.",COD,YR2020,5.369
16133,Comoros,COM,YR2020,5.884
16134,Colombia,COL,YR2020,15.983
16135,China,CHN,YR2020,5.0
16136,Chile,CHL,YR2020,11.006
16137,Channel Islands,CHI,YR2020,6.611
16138,Chad,TCD,YR2020,1.693
16139,Central African Republic,CAF,YR2020,6.556
16140,Cayman Islands,CYM,YR2020,
16141,Canada,CAN,YR2020,9.657
16142,Cameroon,CMR,YR2020,3.866
16143,Cambodia,KHM,YR2020,0.172
16144,Cabo Verde,CPV,YR2020,14.66
16145,Burundi,BDI,YR2020,1.03
16146,Burkina Faso,BFA,YR2020,4.985
16147,Bulgaria,BGR,YR2020,5.125
16148,Brunei Darussalam,BRN,YR2020,7.409
16149,British Virgin Islands,VGB,YR2020,
16150,Brazil,BRA,YR2020,13.697
16151,Botswana,BWA,YR2020,21.017
16152,Bosnia and Herzegovina,BIH,YR2020,15.868
16153,Bolivia,BOL,YR2020,7.903
16154,Bhutan,BTN,YR2020,5.03
16155,Bermuda,BMU,YR2020,
16156,Benin,BEN,YR2020,1.565
16157,Belize,BLZ,YR2020,10.7
16158,Belgium,BEL,YR2020,5.555
16159,Belarus,BLR,YR2020,4.049
16160,Barbados,BRB,YR2020,9.756
16161,Bangladesh,BGD,YR2020,5.828
16162,Bahrain,BHR,YR2020,1.767
16163,"Bahamas, The",BHS,YR2020,12.804
16164,Azerbaijan,AZE,YR2020,7.24
16165,Austria,AUT,YR2020,5.201
16166,Australia,AUS,YR2020,6.456
16167,Aruba,ABW,YR2020,
16168,Armenia,ARM,YR2020,12.18
16169,Argentina,ARG,YR2020,11.461
16170,Antigua and Barbuda,ATG,YR2020,
16171,Angola,AGO,YR2020,16.676
16172,Andorra,AND,YR2020,
16173,American Samoa,ASM,YR2020,
16174,Algeria,DZA,YR2020,14.04
16175,Albania,ALB,YR2020,12.79
16176,Afghanistan,AFG,YR2020,11.71
16177,World,WLD,YR2020,6.58528753143071
16178,Upper middle income,UMC,YR2020,6.70784948621137
16179,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2020,6.56697284213806
16180,Sub-Saharan Africa (excluding high income),SSA,YR2020,6.56697284213806
16181,Sub-Saharan Africa,SSF,YR2020,6.56697284213806
16182,South Asia (IDA & IBRD),TSA,YR2020,7.55004885180795
16183,South Asia,SAS,YR2020,7.55004885180795
16184,Small states,SST,YR2020,9.092816530217
16185,Pre-demographic dividend,PRE,YR2020,6.04272774627958
16186,Post-demographic dividend,PST,YR2020,6.707652739053
16187,Pacific island small states,PSS,YR2020,3.50581280666335
16188,Other small states,OSS,YR2020,9.12084049089226
16189,OECD members,OED,YR2020,7.14151055635845
16190,Not classified,INX,YR2020,
16191,North America,NAC,YR2020,8.23128983545338
16192,Middle income,MIC,YR2020,6.70538259372903
16193,Middle East & North Africa (IDA & IBRD countries),TMN,YR2020,11.9094146582887
16194,Middle East & North Africa (excluding high income),MNA,YR2020,12.0543845266066
16195,Middle East & North Africa,MEA,YR2020,10.4932836820598
16196,Lower middle income,LMC,YR2020,6.70232245326264
16197,Low income,LIC,YR2020,5.70806788893761
16198,Low & middle income,LMY,YR2020,6.61472887377826
16199,Least developed countries: UN classification,LDC,YR2020,5.74422876568591
16200,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2020,10.3689261961107
16201,Latin America & Caribbean (excluding high income),LAC,YR2020,10.2733823272858
16202,Latin America & Caribbean,LCN,YR2020,10.2126842763956
16203,Late-demographic dividend,LTE,YR2020,5.92878593561638
16204,IDA total,IDA,YR2020,5.6126747960257
16205,IDA only,IDX,YR2020,5.42075528212085
16206,IDA blend,IDB,YR2020,6.03722074655765
16207,IDA & IBRD total,IBT,YR2020,6.60512581745327
16208,IBRD only,IBD,YR2020,6.90114930060324
16209,High income,HIC,YR2020,6.45454672929744
16210,Heavily indebted poor countries (HIPC),HPC,YR2020,5.14928541148268
16211,Fragile and conflict affected situations,FCS,YR2020,6.66949274574688
16212,European Union,EUU,YR2020,7.04240085129941
16213,Europe & Central Asia (IDA & IBRD countries),TEC,YR2020,7.11740339086876
16214,Europe & Central Asia (excluding high income),ECA,YR2020,9.13363892237127
16215,Europe & Central Asia,ECS,YR2020,7.0487699107129
16216,Euro area,EMU,YR2020,7.82334781813661
16217,East Asia & Pacific (IDA & IBRD countries),TEA,YR2020,4.38712736243704
16218,East Asia & Pacific (excluding high income),EAP,YR2020,4.36840294729948
16219,East Asia & Pacific,EAS,YR2020,4.30035312286859
16220,Early-demographic dividend,EAR,YR2020,7.28948590783761
16221,Central Europe and the Baltics,CEB,YR2020,4.3737883559419
16222,Caribbean small states,CSS,YR2020,13.3550636913219
16223,Arab World,ARB,YR2020,11.2313838426467
16224,Africa Western and Central,AFW,YR2020,4.69749668526263
16225,Africa Eastern and Southern,AFE,YR2020,7.66116109948316
16226,Zimbabwe,ZWE,YR2021,9.54
16227,Zambia,ZMB,YR2021,5.195
16228,"Yemen, Rep.",YEM,YR2021,18.248
16229,West Bank and Gaza,PSE,YR2021,26.39
16230,Virgin Islands (U.S.),VIR,YR2021,13.932
16231,Viet Nam,VNM,YR2021,2.385
16232,"Venezuela, RB",VEN,YR2021,7.027
16233,Vanuatu,VUT,YR2021,4.734
16234,Uzbekistan,UZB,YR2021,5.345
16235,Uruguay,URY,YR2021,9.301
16236,United States,USA,YR2021,5.349
16237,United Kingdom,GBR,YR2021,4.826
16238,United Arab Emirates,ARE,YR2021,3.105
16239,Ukraine,UKR,YR2021,9.834
16240,Uganda,UGA,YR2021,3.422
16241,Tuvalu,TUV,YR2021,
16242,Turks and Caicos Islands,TCA,YR2021,
16243,Turkmenistan,TKM,YR2021,4.452
16244,Turkiye,TUR,YR2021,11.969
16245,Tunisia,TUN,YR2021,16.505
16246,Trinidad and Tobago,TTO,YR2021,4.446
16247,Tonga,TON,YR2021,2.111
16248,Togo,TGO,YR2021,2.285
16249,Timor-Leste,TLS,YR2021,2.344
16250,Thailand,THA,YR2021,1.215
16251,Tanzania,TZA,YR2021,2.806
16252,Tajikistan,TJK,YR2021,7.253
16253,Syrian Arab Republic,SYR,YR2021,14.796
16254,Switzerland,CHE,YR2021,5.097
16255,Sweden,SWE,YR2021,8.722
16256,Suriname,SUR,YR2021,8.459
16257,Sudan,SDN,YR2021,11.466
16258,St. Vincent and the Grenadines,VCT,YR2021,20.279
16259,St. Martin (French part),MAF,YR2021,
16260,St. Lucia,LCA,YR2021,20.514
16261,St. Kitts and Nevis,KNA,YR2021,
16262,Sri Lanka,LKA,YR2021,5.258
16263,Spain,ESP,YR2021,14.781
16264,South Sudan,SSD,YR2021,13.868
16265,South Africa,ZAF,YR2021,28.77
16266,Somalia,SOM,YR2021,19.553
16267,Solomon Islands,SLB,YR2021,0.866
16268,Slovenia,SVN,YR2021,4.747
16269,Slovak Republic,SVK,YR2021,6.894
16270,Sint Maarten (Dutch part),SXM,YR2021,
16271,Singapore,SGP,YR2021,4.64
16272,Sierra Leone,SLE,YR2021,3.516
16273,Seychelles,SYC,YR2021,
16274,Serbia,SRB,YR2021,10.061
16275,Senegal,SEN,YR2021,3.368
16276,Saudi Arabia,SAU,YR2021,6.621
16277,Sao Tome and Principe,STP,YR2021,15.042
16278,San Marino,SMR,YR2021,
16279,Samoa,WSM,YR2021,10.368
16280,Rwanda,RWA,YR2021,15.793
16281,Russian Federation,RUS,YR2021,4.715
16282,Romania,ROU,YR2021,5.59
16283,Qatar,QAT,YR2021,0.14
16284,Puerto Rico,PRI,YR2021,7.9
16285,Portugal,PRT,YR2021,6.577
16286,Poland,POL,YR2021,3.363
16287,Philippines,PHL,YR2021,3.398
16288,Peru,PER,YR2021,5.097
16289,Paraguay,PRY,YR2021,7.311
16290,Papua New Guinea,PNG,YR2021,2.906
16291,Panama,PAN,YR2021,10.453
16292,Palau,PLW,YR2021,
16293,Pakistan,PAK,YR2021,6.338
16294,Oman,OMN,YR2021,1.9
16295,Norway,NOR,YR2021,4.369
16296,Northern Mariana Islands,MNP,YR2021,
16297,North Macedonia,MKD,YR2021,15.801
16298,Nigeria,NGA,YR2021,5.393
16299,Niger,NER,YR2021,0.819
16300,Nicaragua,NIC,YR2021,6.064
16301,New Zealand,NZL,YR2021,3.776
16302,New Caledonia,NCL,YR2021,12.537
16303,Netherlands,NLD,YR2021,4.21
16304,Nepal,NPL,YR2021,12.315
16305,Nauru,NRU,YR2021,
16306,Namibia,NAM,YR2021,20.877
16307,Myanmar,MMR,YR2021,4.34
16308,Mozambique,MOZ,YR2021,3.984
16309,Morocco,MAR,YR2021,10.539
16310,Montenegro,MNE,YR2021,16.543
16311,Mongolia,MNG,YR2021,7.747
16312,Monaco,MCO,YR2021,
16313,Moldova,MDA,YR2021,0.794
16314,"Micronesia, Fed. Sts.",FSM,YR2021,
16315,Mexico,MEX,YR2021,4.019
16316,Mauritius,MUS,YR2021,7.719
16317,Mauritania,MRT,YR2021,11.068
16318,Marshall Islands,MHL,YR2021,
16319,Malta,MLT,YR2021,3.403
16320,Mali,MLI,YR2021,2.29
16321,Maldives,MDV,YR2021,5.021
16322,Malaysia,MYS,YR2021,4.64
16323,Malawi,MWI,YR2021,5.585
16324,Madagascar,MDG,YR2021,3.415
16325,"Macao SAR, China",MAC,YR2021,2.252
16326,Luxembourg,LUX,YR2021,5.247
16327,Lithuania,LTU,YR2021,7.112
16328,Liechtenstein,LIE,YR2021,
16329,Libya,LBY,YR2021,19.595
16330,Liberia,LBR,YR2021,3.792
16331,Lesotho,LSO,YR2021,18.129
16332,Lebanon,LBN,YR2021,12.621
16333,Latvia,LVA,YR2021,7.513
16334,Lao PDR,LAO,YR2021,1.997
16335,Kyrgyz Republic,KGZ,YR2021,4.096
16336,Kuwait,KWT,YR2021,2.997
16337,Kosovo,XKX,YR2021,
16338,"Korea, Rep.",KOR,YR2021,3.639
16339,"Korea, Dem. People's Rep.",PRK,YR2021,3.134
16340,Kiribati,KIR,YR2021,
16341,Kenya,KEN,YR2021,5.693
16342,Kazakhstan,KAZ,YR2021,5.556
16343,Jordan,JOR,YR2021,19.837
16344,Japan,JPN,YR2021,2.828
16345,Jamaica,JAM,YR2021,5.188
16346,Italy,ITA,YR2021,9.497
16347,Israel,ISR,YR2021,4.812
16348,Isle of Man,IMN,YR2021,
16349,Ireland,IRL,YR2021,6.194
16350,Iraq,IRQ,YR2021,16.173
16351,"Iran, Islamic Rep.",IRN,YR2021,9.282
16352,Indonesia,IDN,YR2021,3.827
16353,India,IND,YR2021,6.38
16354,Iceland,ISL,YR2021,6.029
16355,Hungary,HUN,YR2021,4.045
16356,"Hong Kong SAR, China",HKG,YR2021,5.174
16357,Honduras,HND,YR2021,7.94
16358,Haiti,HTI,YR2021,15.253
16359,Guyana,GUY,YR2021,14.927
16360,Guinea-Bissau,GNB,YR2021,3.628
16361,Guinea,GIN,YR2021,5.767
16362,Guatemala,GTM,YR2021,2.174
16363,Guam,GUM,YR2021,6.001
16364,Grenada,GRD,YR2021,
16365,Greenland,GRL,YR2021,
16366,Greece,GRC,YR2021,14.657
16367,Gibraltar,GIB,YR2021,
16368,Ghana,GHA,YR2021,3.338
16369,Germany,DEU,YR2021,3.638
16370,Georgia,GEO,YR2021,11.794
16371,"Gambia, The",GMB,YR2021,6.206
16372,Gabon,GAB,YR2021,21.233
16373,French Polynesia,PYF,YR2021,12.492
16374,France,FRA,YR2021,7.874
16375,Finland,FIN,YR2021,7.606
16376,Fiji,FJI,YR2021,4.678
16377,Faroe Islands,FRO,YR2021,
16378,Ethiopia,ETH,YR2021,3.935
16379,Eswatini,SWZ,YR2021,35.707
16380,Estonia,EST,YR2021,6.178
16381,Eritrea,ERI,YR2021,6.341
16382,Equatorial Guinea,GNQ,YR2021,9.194
16383,El Salvador,SLV,YR2021,4.327
16384,"Egypt, Arab Rep.",EGY,YR2021,7.441
16385,Ecuador,ECU,YR2021,4.552
16386,Dominican Republic,DOM,YR2021,7.702
16387,Dominica,DMA,YR2021,
16388,Djibouti,DJI,YR2021,27.548
16389,Denmark,DNK,YR2021,5.043
16390,Czechia,CZE,YR2021,2.803
16391,Cyprus,CYP,YR2021,7.513
16392,Curacao,CUW,YR2021,
16393,Cuba,CUB,YR2021,1.373
16394,Croatia,HRV,YR2021,7.608
16395,Cote d'Ivoire,CIV,YR2021,2.59
16396,Costa Rica,CRI,YR2021,15.139
16397,"Congo, Rep.",COG,YR2021,22.077
16398,"Congo, Dem. Rep.",COD,YR2021,5.273
16399,Comoros,COM,YR2021,5.857
16400,Colombia,COL,YR2021,13.898
16401,China,CHN,YR2021,4.55
16402,Chile,CHL,YR2021,9.325
16403,Channel Islands,CHI,YR2021,6.609
16404,Chad,TCD,YR2021,1.511
16405,Central African Republic,CAF,YR2021,6.676
16406,Cayman Islands,CYM,YR2021,
16407,Canada,CAN,YR2021,7.527
16408,Cameroon,CMR,YR2021,3.951
16409,Cambodia,KHM,YR2021,0.396
16410,Cabo Verde,CPV,YR2021,13.906
16411,Burundi,BDI,YR2021,1.11
16412,Burkina Faso,BFA,YR2021,5.11
16413,Bulgaria,BGR,YR2021,5.267
16414,Brunei Darussalam,BRN,YR2021,4.905
16415,British Virgin Islands,VGB,YR2021,
16416,Brazil,BRA,YR2021,13.159
16417,Botswana,BWA,YR2021,23.106
16418,Bosnia and Herzegovina,BIH,YR2021,14.897
16419,Bolivia,BOL,YR2021,5.089
16420,Bhutan,BTN,YR2021,4.804
16421,Bermuda,BMU,YR2021,
16422,Benin,BEN,YR2021,1.694
16423,Belize,BLZ,YR2021,10.157
16424,Belgium,BEL,YR2021,6.264
16425,Belarus,BLR,YR2021,3.9
16426,Barbados,BRB,YR2021,9.417
16427,Bangladesh,BGD,YR2021,5.815
16428,Bahrain,BHR,YR2021,1.551
16429,"Bahamas, The",BHS,YR2021,11.694
16430,Azerbaijan,AZE,YR2021,6.04
16431,Austria,AUT,YR2021,6.459
16432,Australia,AUS,YR2021,5.116
16433,Aruba,ABW,YR2021,
16434,Armenia,ARM,YR2021,10.012
16435,Argentina,ARG,YR2021,8.736
16436,Antigua and Barbuda,ATG,YR2021,
16437,Angola,AGO,YR2021,15.799
16438,Andorra,AND,YR2021,
16439,American Samoa,ASM,YR2021,
16440,Algeria,DZA,YR2021,13.607
16441,Albania,ALB,YR2021,12.473
16442,Afghanistan,AFG,YR2021,11.934
16443,World,WLD,YR2021,6.03376129229279
16444,Upper middle income,UMC,YR2021,6.3161596400082
16445,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2021,6.69681929875394
16446,Sub-Saharan Africa (excluding high income),SSA,YR2021,6.69681929875394
16447,Sub-Saharan Africa,SSF,YR2021,6.69681929875394
16448,South Asia (IDA & IBRD),TSA,YR2021,6.44589719333181
16449,South Asia,SAS,YR2021,6.44589719333181
16450,Small states,SST,YR2021,8.68223921514957
16451,Pre-demographic dividend,PRE,YR2021,5.88360900576437
16452,Post-demographic dividend,PST,YR2021,5.79579066217279
16453,Pacific island small states,PSS,YR2021,3.60474415655574
16454,Other small states,OSS,YR2021,8.7356119554679
16455,OECD members,OED,YR2021,6.19380130575329
16456,Not classified,INX,YR2021,
16457,North America,NAC,YR2021,5.59299605694151
16458,Middle income,MIC,YR2021,6.19770077175134
16459,Middle East & North Africa (IDA & IBRD countries),TMN,YR2021,11.5419431036778
16460,Middle East & North Africa (excluding high income),MNA,YR2021,11.7053721951154
16461,Middle East & North Africa,MEA,YR2021,10.108600541377
16462,Lower middle income,LMC,YR2021,6.05135761023369
16463,Low income,LIC,YR2021,5.65437681718971
16464,Low & middle income,LMY,YR2021,6.1479540310899
16465,Least developed countries: UN classification,LDC,YR2021,5.82743118087222
16466,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2021,9.30145763900851
16467,Latin America & Caribbean (excluding high income),LAC,YR2021,9.23885173523541
16468,Latin America & Caribbean,LCN,YR2021,9.16755715897365
16469,Late-demographic dividend,LTE,YR2021,5.50931419951374
