,Country,economy,Year,central_government_debt
15347,Burundi,BDI,YR2017,
15348,Burkina Faso,BFA,YR2017,
15349,Bulgaria,BGR,YR2017,32.2350541351225
15350,Brunei Darussalam,BRN,YR2017,
15351,British Virgin Islands,VGB,YR2017,
15352,Brazil,BRA,YR2017,83.6692026509366
15353,Botswana,BWA,YR2017,14.6807691758665
15354,Bosnia and Herzegovina,BIH,YR2017,44.9707410575055
15355,Bolivia,BOL,YR2017,
15356,Bhutan,BTN,YR2017,95.778681078203
15357,Bermuda,BMU,YR2017,
15358,Benin,BEN,YR2017,
15359,Belize,BLZ,YR2017,
15360,Belgium,BEL,YR2017,103.864720409449
15361,Belarus,BLR,YR2017,39.8801799561221
15362,Barbados,BRB,YR2017,
15363,Bangladesh,BGD,YR2017,
15364,Bahrain,BHR,YR2017,81.4232590475919
15365,"Bahamas, The",BHS,YR2017,53.5285411916611
15366,Azerbaijan,AZE,YR2017,
15367,Austria,AUT,YR2017,89.4054088474265
15368,Australia,AUS,YR2017,53.2642217874726
15369,Aruba,ABW,YR2017,
15370,Armenia,ARM,YR2017,
15371,Argentina,ARG,YR2017,
15372,Antigua and Barbuda,ATG,YR2017,
15373,Angola,AGO,YR2017,
15374,Andorra,AND,YR2017,
15375,American Samoa,ASM,YR2017,
15376,Algeria,DZA,YR2017,
15377,Albania,ALB,YR2017,76.3437383311961
15378,Afghanistan,AFG,YR2017,
15379,World,WLD,YR2017,91.2457332276843
15380,Upper middle income,UMC,YR2017,
15381,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2017,
15382,Sub-Saharan Africa (excluding high income),SSA,YR2017,
15383,Sub-Saharan Africa,SSF,YR2017,
15384,South Asia (IDA & IBRD),TSA,YR2017,47.6257691585926
15385,South Asia,SAS,YR2017,47.6257691585926
15386,Small states,SST,YR2017,71.1278669861686
15387,Pre-demographic dividend,PRE,YR2017,
15388,Post-demographic dividend,PST,YR2017,101.450432504235
15389,Pacific island small states,PSS,YR2017,
15390,Other small states,OSS,YR2017,73.4868287758212
15391,OECD members,OED,YR2017,99.3396131517645
15392,Not classified,INX,YR2017,
15393,North America,NAC,YR2017,93.0739645280985
15394,Middle income,MIC,YR2017,
15395,Middle East & North Africa (IDA & IBRD countries),TMN,YR2017,
15396,Middle East & North Africa (excluding high income),MNA,YR2017,
15397,Middle East & North Africa,MEA,YR2017,
15398,Lower middle income,LMC,YR2017,
15399,Low income,LIC,YR2017,
15400,Low & middle income,LMY,YR2017,
15401,Least developed countries: UN classification,LDC,YR2017,
15402,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2017,
15403,Latin America & Caribbean (excluding high income),LAC,YR2017,
15404,Latin America & Caribbean,LCN,YR2017,
15405,Late-demographic dividend,LTE,YR2017,
15406,IDA total,IDA,YR2017,
15407,IDA only,IDX,YR2017,
15408,IDA blend,IDB,YR2017,
15409,IDA & IBRD total,IBT,YR2017,
15410,IBRD only,IBD,YR2017,
15411,High income,HIC,YR2017,97.5496095816503
15412,Heavily indebted poor countries (HIPC),HPC,YR2017,
15413,Fragile and conflict affected situations,FCS,YR2017,
15414,European Union,EUU,YR2017,85.2604057153528
15415,Europe & Central Asia (IDA & IBRD countries),TEC,YR2017,29.7371178033216
15416,Europe & Central Asia (excluding high income),ECA,YR2017,34.3865182390608
15417,Europe & Central Asia,ECS,YR2017,83.0751121131118
15418,Euro area,EMU,YR2017,90.9030741119367
15419,East Asia & Pacific (IDA & IBRD countries),TEA,YR2017,
15420,East Asia & Pacific (excluding high income),EAP,YR2017,
15421,East Asia & Pacific,EAS,YR2017,
15422,Early-demographic dividend,EAR,YR2017,
15423,Central Europe and the Baltics,CEB,YR2017,56.9319451468504
15424,Caribbean small states,CSS,YR2017,
15425,Arab World,ARB,YR2017,
15426,Africa Western and Central,AFW,YR2017,
15427,Africa Eastern and Southern,AFE,YR2017,
15428,Zimbabwe,ZWE,YR2018,
15429,Zambia,ZMB,YR2018,59.7122211727371
15430,"Yemen, Rep.",YEM,YR2018,
15431,West Bank and Gaza,PSE,YR2018,
15432,Virgin Islands (U.S.),VIR,YR2018,
15433,Viet Nam,VNM,YR2018,
15434,"Venezuela, RB",VEN,YR2018,
15435,Vanuatu,VUT,YR2018,
15436,Uzbekistan,UZB,YR2018,
15437,Uruguay,URY,YR2018,48.1555615696329
15438,United States,USA,YR2018,98.4497724592085
15439,United Kingdom,GBR,YR2018,158.163066183959
15440,United Arab Emirates,ARE,YR2018,
15441,Ukraine,UKR,YR2018,55.3381286194261
15442,Uganda,UGA,YR2018,34.6735709945694
15443,Tuvalu,TUV,YR2018,
15444,Turks and Caicos Islands,TCA,YR2018,
15445,Turkmenistan,TKM,YR2018,
15446,Turkiye,TUR,YR2018,31.9578599034175
15447,Tunisia,TUN,YR2018,
15448,Trinidad and Tobago,TTO,YR2018,
15449,Tonga,TON,YR2018,48.6968220773554
15450,Togo,TGO,YR2018,
15451,Timor-Leste,TLS,YR2018,
15452,Thailand,THA,YR2018,
15453,Tanzania,TZA,YR2018,
15454,Tajikistan,TJK,YR2018,
15455,Syrian Arab Republic,SYR,YR2018,
15456,Switzerland,CHE,YR2018,18.7631611916975
15457,Sweden,SWE,YR2018,42.2647197588554
15458,Suriname,SUR,YR2018,
15459,Sudan,SDN,YR2018,
15460,St. Vincent and the Grenadines,VCT,YR2018,
15461,St. Martin (French part),MAF,YR2018,
15462,St. Lucia,LCA,YR2018,
15463,St. Kitts and Nevis,KNA,YR2018,
15464,Sri Lanka,LKA,YR2018,
15465,Spain,ESP,YR2018,106.604509780244
15466,South Sudan,SSD,YR2018,
15467,South Africa,ZAF,YR2018,54.7627525566468
15468,Somalia,SOM,YR2018,
15469,Solomon Islands,SLB,YR2018,7.68564585571841
15470,Slovenia,SVN,YR2018,82.3988830846395
15471,Slovak Republic,SVK,YR2018,63.7834801839045
15472,Sint Maarten (Dutch part),SXM,YR2018,
15473,Singapore,SGP,YR2018,110.757602622235
15474,Sierra Leone,SLE,YR2018,
15475,Seychelles,SYC,YR2018,
15476,Serbia,SRB,YR2018,
15477,Senegal,SEN,YR2018,
15478,Saudi Arabia,SAU,YR2018,
15479,Sao Tome and Principe,STP,YR2018,
15480,San Marino,SMR,YR2018,56.1624704682086
15481,Samoa,WSM,YR2018,
15482,Rwanda,RWA,YR2018,
15483,Russian Federation,RUS,YR2018,14.5379653905145
15484,Romania,ROU,YR2018,42.564734834764
15485,Qatar,QAT,YR2018,
15486,Puerto Rico,PRI,YR2018,
15487,Portugal,PRT,YR2018,140.623399303545
15488,Poland,POL,YR2018,54.8266499130498
15489,Philippines,PHL,YR2018,
15490,Peru,PER,YR2018,25.0306179108696
15491,Paraguay,PRY,YR2018,
15492,Papua New Guinea,PNG,YR2018,36.6742909998618
15493,Panama,PAN,YR2018,
15494,Palau,PLW,YR2018,83.7883945327378
15495,Pakistan,PAK,YR2018,
15496,Oman,OMN,YR2018,
15497,Norway,NOR,YR2018,28.3372584040457
15498,Northern Mariana Islands,MNP,YR2018,
15499,North Macedonia,MKD,YR2018,
15500,Nigeria,NGA,YR2018,
15501,Niger,NER,YR2018,
15502,Nicaragua,NIC,YR2018,
15503,New Zealand,NZL,YR2018,
15504,New Caledonia,NCL,YR2018,
15505,Netherlands,NLD,YR2018,61.0477953764081
15506,Nepal,NPL,YR2018,
15507,Nauru,NRU,YR2018,
15508,Namibia,NAM,YR2018,
15509,Myanmar,MMR,YR2018,
15510,Mozambique,MOZ,YR2018,81.3537163113746
15511,Morocco,MAR,YR2018,
15512,Montenegro,MNE,YR2018,
15513,Mongolia,MNG,YR2018,65.9163625267448
15514,Monaco,MCO,YR2018,
15515,Moldova,MDA,YR2018,27.5107781705941
15516,"Micronesia, Fed. Sts.",FSM,YR2018,23.6979660714286
15517,Mexico,MEX,YR2018,
15518,Mauritius,MUS,YR2018,55.3817941113535
15519,Mauritania,MRT,YR2018,
15520,Marshall Islands,MHL,YR2018,44.1151870923588
15521,Malta,MLT,YR2018,58.3621954118712
15522,Mali,MLI,YR2018,
15523,Maldives,MDV,YR2018,
15524,Malaysia,MYS,YR2018,51.1859148831795
15525,Malawi,MWI,YR2018,41.6950114158995
15526,Madagascar,MDG,YR2018,
15527,"Macao SAR, China",MAC,YR2018,
15528,Luxembourg,LUX,YR2018,25.3742143116191
15529,Lithuania,LTU,YR2018,38.5030934483331
15530,Liechtenstein,LIE,YR2018,
15531,Libya,LBY,YR2018,
15532,Liberia,LBR,YR2018,
15533,Lesotho,LSO,YR2018,32.8447143461545
15534,Lebanon,LBN,YR2018,
15535,Latvia,LVA,YR2018,63.468736195572
15536,Lao PDR,LAO,YR2018,
15537,Kyrgyz Republic,KGZ,YR2018,54.7429193853866
15538,Kuwait,KWT,YR2018,
15539,Kosovo,XKX,YR2018,
15540,"Korea, Rep.",KOR,YR2018,37.5556431793942
15541,"Korea, Dem. People's Rep.",PRK,YR2018,
15542,Kiribati,KIR,YR2018,
15543,Kenya,KEN,YR2018,
15544,Kazakhstan,KAZ,YR2018,21.9722600928466
15545,Jordan,JOR,YR2018,
15546,Japan,JPN,YR2018,197.335609410989
15547,Jamaica,JAM,YR2018,
15548,Italy,ITA,YR2018,139.904951543171
15549,Israel,ISR,YR2018,
15550,Isle of Man,IMN,YR2018,
15551,Ireland,IRL,YR2018,75.0168834807512
15552,Iraq,IRQ,YR2018,27.438248367378
15553,"Iran, Islamic Rep.",IRN,YR2018,
15554,Indonesia,IDN,YR2018,33.1394192425283
15555,India,IND,YR2018,46.5224986659426
15556,Iceland,ISL,YR2018,81.0655800668855
15557,Hungary,HUN,YR2018,86.5068681169879
15558,"Hong Kong SAR, China",HKG,YR2018,
15559,Honduras,HND,YR2018,
15560,Haiti,HTI,YR2018,
15561,Guyana,GUY,YR2018,
15562,Guinea-Bissau,GNB,YR2018,
15563,Guinea,GIN,YR2018,
15564,Guatemala,GTM,YR2018,
15565,Guam,GUM,YR2018,
15566,Grenada,GRD,YR2018,
15567,Greenland,GRL,YR2018,
15568,Greece,GRC,YR2018,208.851528018217
15569,Gibraltar,GIB,YR2018,
15570,Ghana,GHA,YR2018,
15571,Germany,DEU,YR2018,46.0028228022998
15572,Georgia,GEO,YR2018,38.2238727024287
15573,"Gambia, The",GMB,YR2018,
15574,Gabon,GAB,YR2018,
15575,French Polynesia,PYF,YR2018,
15576,France,FRA,YR2018,101.622134416787
15577,Finland,FIN,YR2018,60.265482176971
15578,Fiji,FJI,YR2018,
15579,Faroe Islands,FRO,YR2018,
15580,Ethiopia,ETH,YR2018,32.5332185023587
15581,Eswatini,SWZ,YR2018,26.9820662047412
15582,Estonia,EST,YR2018,13.4585697706201
15583,Eritrea,ERI,YR2018,
15584,Equatorial Guinea,GNQ,YR2018,
15585,El Salvador,SLV,YR2018,51.6731774711433
15586,"Egypt, Arab Rep.",EGY,YR2018,
15587,Ecuador,ECU,YR2018,
15588,Dominican Republic,DOM,YR2018,
15589,Dominica,DMA,YR2018,
15590,Djibouti,DJI,YR2018,
15591,Denmark,DNK,YR2018,36.5462682109297
15592,Czechia,CZE,YR2018,38.3434234112355
15593,Cyprus,CYP,YR2018,148.525655827575
15594,Curacao,CUW,YR2018,
15595,Cuba,CUB,YR2018,
15596,Croatia,HRV,YR2018,83.3165054440518
15597,Cote d'Ivoire,CIV,YR2018,
15598,Costa Rica,CRI,YR2018,
15599,"Congo, Rep.",COG,YR2018,
15600,"Congo, Dem. Rep.",COD,YR2018,
15601,Comoros,COM,YR2018,
15602,Colombia,COL,YR2018,71.3298940708726
15603,China,CHN,YR2018,
15604,Chile,CHL,YR2018,
15605,Channel Islands,CHI,YR2018,
15606,Chad,TCD,YR2018,
15607,Central African Republic,CAF,YR2018,
15608,Cayman Islands,CYM,YR2018,
15609,Canada,CAN,YR2018,48.9489513667479
15610,Cameroon,CMR,YR2018,
15611,Cambodia,KHM,YR2018,
15612,Cabo Verde,CPV,YR2018,
15613,Burundi,BDI,YR2018,
15614,Burkina Faso,BFA,YR2018,45.5738610534927
15615,Bulgaria,BGR,YR2018,28.6991536122233
15616,Brunei Darussalam,BRN,YR2018,
15617,British Virgin Islands,VGB,YR2018,
15618,Brazil,BRA,YR2018,86.6078841199146
15619,Botswana,BWA,YR2018,15.2307151442609
15620,Bosnia and Herzegovina,BIH,YR2018,40.8307023863761
15621,Bolivia,BOL,YR2018,
15622,Bhutan,BTN,YR2018,95.8478211479854
15623,Bermuda,BMU,YR2018,
15624,Benin,BEN,YR2018,
15625,Belize,BLZ,YR2018,
15626,Belgium,BEL,YR2018,101.383151729774
15627,Belarus,BLR,YR2018,37.0956460104644
15628,Barbados,BRB,YR2018,
15629,Bangladesh,BGD,YR2018,
15630,Bahrain,BHR,YR2018,88.2397182295153
15631,"Bahamas, The",BHS,YR2018,57.413679671523
15632,Azerbaijan,AZE,YR2018,
15633,Austria,AUT,YR2018,84.2154918852706
15634,Australia,AUS,YR2018,54.429696919754
15635,Aruba,ABW,YR2018,
15636,Armenia,ARM,YR2018,
15637,Argentina,ARG,YR2018,
15638,Antigua and Barbuda,ATG,YR2018,
15639,Angola,AGO,YR2018,
15640,Andorra,AND,YR2018,
15641,American Samoa,ASM,YR2018,
15642,Algeria,DZA,YR2018,
15643,Albania,ALB,YR2018,74.0172045020255
15644,Afghanistan,AFG,YR2018,
15645,World,WLD,YR2018,91.340952825118
15646,Upper middle income,UMC,YR2018,
15647,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2018,
15648,Sub-Saharan Africa (excluding high income),SSA,YR2018,
15649,Sub-Saharan Africa,SSF,YR2018,
15650,South Asia (IDA & IBRD),TSA,YR2018,46.5656471581167
15651,South Asia,SAS,YR2018,46.5656471581167
15652,Small states,SST,YR2018,72.616881819004
15653,Pre-demographic dividend,PRE,YR2018,
15654,Post-demographic dividend,PST,YR2018,101.508909083495
15655,Pacific island small states,PSS,YR2018,
15656,Other small states,OSS,YR2018,74.8196572377541
15657,OECD members,OED,YR2018,99.4062095820866
15658,Not classified,INX,YR2018,
15659,North America,NAC,YR2018,94.2235158381472
15660,Middle income,MIC,YR2018,
15661,Middle East & North Africa (IDA & IBRD countries),TMN,YR2018,
15662,Middle East & North Africa (excluding high income),MNA,YR2018,
15663,Middle East & North Africa,MEA,YR2018,
15664,Lower middle income,LMC,YR2018,
15665,Low income,LIC,YR2018,
15666,Low & middle income,LMY,YR2018,
15667,Least developed countries: UN classification,LDC,YR2018,
15668,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2018,
15669,Latin America & Caribbean (excluding high income),LAC,YR2018,
15670,Latin America & Caribbean,LCN,YR2018,
15671,Late-demographic dividend,LTE,YR2018,
15672,IDA total,IDA,YR2018,
15673,IDA only,IDX,YR2018,
15674,IDA blend,IDB,YR2018,
15675,IDA & IBRD total,IBT,YR2018,
15676,IBRD only,IBD,YR2018,
15677,High income,HIC,YR2018,97.6032421646157
15678,Heavily indebted poor countries (HIPC),HPC,YR2018,
15679,Fragile and conflict affected situations,FCS,YR2018,
15680,European Union,EUU,YR2018,83.0962674034049
15681,Europe & Central Asia (IDA & IBRD countries),TEC,YR2018,28.9044024866349
15682,Europe & Central Asia (excluding high income),ECA,YR2018,33.331162235936
15683,Europe & Central Asia,ECS,YR2018,81.1047021538572
15684,Euro area,EMU,YR2018,88.7357540043928
15685,East Asia & Pacific (IDA & IBRD countries),TEA,YR2018,
15686,East Asia & Pacific (excluding high income),EAP,YR2018,
15687,East Asia & Pacific,EAS,YR2018,
15688,Early-demographic dividend,EAR,YR2018,
15689,Central Europe and the Baltics,CEB,YR2018,54.3953500913792
15690,Caribbean small states,CSS,YR2018,
15691,Arab World,ARB,YR2018,
15692,Africa Western and Central,AFW,YR2018,
15693,Africa Eastern and Southern,AFE,YR2018,
15694,Zimbabwe,ZWE,YR2019,
15695,Zambia,ZMB,YR2019,61.9301173816653
15696,"Yemen, Rep.",YEM,YR2019,
15697,West Bank and Gaza,PSE,YR2019,
15698,Virgin Islands (U.S.),VIR,YR2019,
15699,Viet Nam,VNM,YR2019,
15700,"Venezuela, RB",VEN,YR2019,
15701,Vanuatu,VUT,YR2019,
15702,Uzbekistan,UZB,YR2019,
15703,Uruguay,URY,YR2019,51.5760729725546
15704,United States,USA,YR2019,100.119044327749
15705,United Kingdom,GBR,YR2019,160.322186863367
15706,United Arab Emirates,ARE,YR2019,
15707,Ukraine,UKR,YR2019,47.0203721313347
15708,Uganda,UGA,YR2019,38.4769453120331
15709,Tuvalu,TUV,YR2019,
15710,Turks and Caicos Islands,TCA,YR2019,
15711,Turkmenistan,TKM,YR2019,
15712,Turkiye,TUR,YR2019,36.7002226213824
15713,Tunisia,TUN,YR2019,
15714,Trinidad and Tobago,TTO,YR2019,
15715,Tonga,TON,YR2019,42.5478052063706
15716,Togo,TGO,YR2019,
15717,Timor-Leste,TLS,YR2019,
15718,Thailand,THA,YR2019,
15719,Tanzania,TZA,YR2019,
15720,Tajikistan,TJK,YR2019,
15721,Syrian Arab Republic,SYR,YR2019,
15722,Switzerland,CHE,YR2019,19.0835115411314
15723,Sweden,SWE,YR2019,38.6705412824215
15724,Suriname,SUR,YR2019,
15725,Sudan,SDN,YR2019,
15726,St. Vincent and the Grenadines,VCT,YR2019,
15727,St. Martin (French part),MAF,YR2019,
15728,St. Lucia,LCA,YR2019,
15729,St. Kitts and Nevis,KNA,YR2019,
15730,Sri Lanka,LKA,YR2019,
15731,Spain,ESP,YR2019,109.679088345902
15732,South Sudan,SSD,YR2019,
15733,South Africa,ZAF,YR2019,60.7138949632804
15734,Somalia,SOM,YR2019,
15735,Solomon Islands,SLB,YR2019,7.74418282960556
15736,Slovenia,SVN,YR2019,84.2278033441269
15737,Slovak Republic,SVK,YR2019,63.1121114881039
15738,Sint Maarten (Dutch part),SXM,YR2019,
15739,Singapore,SGP,YR2019,127.826745717478
15740,Sierra Leone,SLE,YR2019,
15741,Seychelles,SYC,YR2019,
15742,Serbia,SRB,YR2019,
15743,Senegal,SEN,YR2019,
15744,Saudi Arabia,SAU,YR2019,
15745,Sao Tome and Principe,STP,YR2019,
15746,San Marino,SMR,YR2019,52.1346430037509
15747,Samoa,WSM,YR2019,
15748,Rwanda,RWA,YR2019,
15749,Russian Federation,RUS,YR2019,15.5997027597363
15750,Romania,ROU,YR2019,43.3618444763679
15751,Qatar,QAT,YR2019,
15752,Puerto Rico,PRI,YR2019,
15753,Portugal,PRT,YR2019,138.868808257246
15754,Poland,POL,YR2019,52.6933019647873
15755,Philippines,PHL,YR2019,
15756,Peru,PER,YR2019,25.9689284373764
15757,Paraguay,PRY,YR2019,
15758,Papua New Guinea,PNG,YR2019,40.1535903679386
15759,Panama,PAN,YR2019,
15760,Palau,PLW,YR2019,85.2366951554869
15761,Pakistan,PAK,YR2019,
15762,Oman,OMN,YR2019,
15763,Norway,NOR,YR2019,28.6057831983157
15764,Northern Mariana Islands,MNP,YR2019,
15765,North Macedonia,MKD,YR2019,
15766,Nigeria,NGA,YR2019,
15767,Niger,NER,YR2019,
15768,Nicaragua,NIC,YR2019,
15769,New Zealand,NZL,YR2019,
15770,New Caledonia,NCL,YR2019,
15771,Netherlands,NLD,YR2019,58.2381265720031
15772,Nepal,NPL,YR2019,31.7771473472895
15773,Nauru,NRU,YR2019,
15774,Namibia,NAM,YR2019,
15775,Myanmar,MMR,YR2019,
15776,Mozambique,MOZ,YR2019,78.8783415018667
15777,Morocco,MAR,YR2019,
15778,Montenegro,MNE,YR2019,
15779,Mongolia,MNG,YR2019,60.822561451477
15780,Monaco,MCO,YR2019,
15781,Moldova,MDA,YR2019,25.4510119081043
15782,"Micronesia, Fed. Sts.",FSM,YR2019,24.1514441624365
15783,Mexico,MEX,YR2019,40.4564874184986
15784,Mauritius,MUS,YR2019,57.9616604310028
15785,Mauritania,MRT,YR2019,
15786,Marshall Islands,MHL,YR2019,41.7255807037768
15787,Malta,MLT,YR2019,56.3345787477741
15788,Mali,MLI,YR2019,
15789,Maldives,MDV,YR2019,
15790,Malaysia,MYS,YR2019,52.4213502119727
15791,Malawi,MWI,YR2019,44.6827786827948
15792,Madagascar,MDG,YR2019,
15793,"Macao SAR, China",MAC,YR2019,
15794,Luxembourg,LUX,YR2019,27.5213121882695
15795,Lithuania,LTU,YR2019,42.1143459160656
15796,Liechtenstein,LIE,YR2019,
15797,Libya,LBY,YR2019,
15798,Liberia,LBR,YR2019,
15799,Lesotho,LSO,YR2019,32.1670318908686
15800,Lebanon,LBN,YR2019,
15801,Latvia,LVA,YR2019,67.4045277376268
15802,Lao PDR,LAO,YR2019,
15803,Kyrgyz Republic,KGZ,YR2019,54.1019535937391
15804,Kuwait,KWT,YR2019,
15805,Kosovo,XKX,YR2019,
15806,"Korea, Rep.",KOR,YR2019,39.969480137044
15807,"Korea, Dem. People's Rep.",PRK,YR2019,
15808,Kiribati,KIR,YR2019,
15809,Kenya,KEN,YR2019,
15810,Kazakhstan,KAZ,YR2019,18.4830469477519
15811,Jordan,JOR,YR2019,79.3451909991455
15812,Japan,JPN,YR2019,198.010309174872
15813,Jamaica,JAM,YR2019,92.2464484531468
15814,Italy,ITA,YR2019,147.566649792656
15815,Israel,ISR,YR2019,
15816,Isle of Man,IMN,YR2019,
15817,Ireland,IRL,YR2019,69.6108016125138
15818,Iraq,IRQ,YR2019,
15819,"Iran, Islamic Rep.",IRN,YR2019,
15820,Indonesia,IDN,YR2019,33.7291556226381
15821,India,IND,YR2019,
15822,Iceland,ISL,YR2019,88.9315256317844
15823,Hungary,HUN,YR2019,83.2964786583566
15824,"Hong Kong SAR, China",HKG,YR2019,
15825,Honduras,HND,YR2019,
15826,Haiti,HTI,YR2019,
15827,Guyana,GUY,YR2019,
15828,Guinea-Bissau,GNB,YR2019,
15829,Guinea,GIN,YR2019,
15830,Guatemala,GTM,YR2019,
15831,Guam,GUM,YR2019,
15832,Grenada,GRD,YR2019,
15833,Greenland,GRL,YR2019,
15834,Greece,GRC,YR2019,212.45394358376
15835,Gibraltar,GIB,YR2019,
15836,Ghana,GHA,YR2019,
15837,Germany,DEU,YR2019,44.6508602203154
15838,Georgia,GEO,YR2019,44.723685798174
15839,"Gambia, The",GMB,YR2019,
15840,Gabon,GAB,YR2019,
15841,French Polynesia,PYF,YR2019,
15842,France,FRA,YR2019,104.961161125435
15843,Finland,FIN,YR2019,60.5328986316904
15844,Fiji,FJI,YR2019,
15845,Faroe Islands,FRO,YR2019,
15846,Ethiopia,ETH,YR2019,31.4488486740364
15847,Eswatini,SWZ,YR2019,30.6091394082172
15848,Estonia,EST,YR2019,13.9293669400747
15849,Eritrea,ERI,YR2019,
15850,Equatorial Guinea,GNQ,YR2019,
15851,El Salvador,SLV,YR2019,53.4326297173409
15852,"Egypt, Arab Rep.",EGY,YR2019,
15853,Ecuador,ECU,YR2019,
15854,Dominican Republic,DOM,YR2019,
15855,Dominica,DMA,YR2019,
15856,Djibouti,DJI,YR2019,
15857,Denmark,DNK,YR2019,38.1724033131093
15858,Czechia,CZE,YR2019,36.6440081650723
15859,Cyprus,CYP,YR2019,147.160718956891
15860,Curacao,CUW,YR2019,
15861,Cuba,CUB,YR2019,
15862,Croatia,HRV,YR2019,81.1549621571203
15863,Cote d'Ivoire,CIV,YR2019,
15864,Costa Rica,CRI,YR2019,
15865,"Congo, Rep.",COG,YR2019,
15866,"Congo, Dem. Rep.",COD,YR2019,
15867,Comoros,COM,YR2019,
15868,Colombia,COL,YR2019,72.3271161212972
15869,China,CHN,YR2019,
15870,Chile,CHL,YR2019,
15871,Channel Islands,CHI,YR2019,
15872,Chad,TCD,YR2019,
15873,Central African Republic,CAF,YR2019,
15874,Cayman Islands,CYM,YR2019,
15875,Canada,CAN,YR2019,48.5849747769998
15876,Cameroon,CMR,YR2019,
15877,Cambodia,KHM,YR2019,
15878,Cabo Verde,CPV,YR2019,
15879,Burundi,BDI,YR2019,
15880,Burkina Faso,BFA,YR2019,47.0623633767648
15881,Bulgaria,BGR,YR2019,26.9361706621943
15882,Brunei Darussalam,BRN,YR2019,
15883,British Virgin Islands,VGB,YR2019,
15884,Brazil,BRA,YR2019,92.5652531882782
15885,Botswana,BWA,YR2019,16.193904309718
15886,Bosnia and Herzegovina,BIH,YR2019,40.2659671523858
15887,Bolivia,BOL,YR2019,
15888,Bhutan,BTN,YR2019,90.3573579145511
15889,Bermuda,BMU,YR2019,
15890,Benin,BEN,YR2019,
15891,Belize,BLZ,YR2019,
15892,Belgium,BEL,YR2019,103.366617035956
15893,Belarus,BLR,YR2019,33.2442286168097
15894,Barbados,BRB,YR2019,
15895,Bangladesh,BGD,YR2019,
15896,Bahrain,BHR,YR2019,95.5988502156885
15897,"Bahamas, The",BHS,YR2019,57.8283830918394
15898,Azerbaijan,AZE,YR2019,
15899,Austria,AUT,YR2019,83.1199712126882
15900,Australia,AUS,YR2019,60.141986685415
15901,Aruba,ABW,YR2019,
15902,Armenia,ARM,YR2019,50.0284206863703
15903,Argentina,ARG,YR2019,
15904,Antigua and Barbuda,ATG,YR2019,
15905,Angola,AGO,YR2019,
15906,Andorra,AND,YR2019,
15907,American Samoa,ASM,YR2019,
15908,Algeria,DZA,YR2019,
15909,Albania,ALB,YR2019,75.374684957684
15910,Afghanistan,AFG,YR2019,
15911,World,WLD,YR2019,93.7942601033932
15912,Upper middle income,UMC,YR2019,
15913,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2019,
15914,Sub-Saharan Africa (excluding high income),SSA,YR2019,
15915,Sub-Saharan Africa,SSF,YR2019,
15916,South Asia (IDA & IBRD),TSA,YR2019,
15917,South Asia,SAS,YR2019,
15918,Small states,SST,YR2019,75.1475679335111
15919,Pre-demographic dividend,PRE,YR2019,
15920,Post-demographic dividend,PST,YR2019,103.143006335641
15921,Pacific island small states,PSS,YR2019,
15922,Other small states,OSS,YR2019,77.6025927578644
15923,OECD members,OED,YR2019,99.4341191979328
15924,Not classified,INX,YR2019,
15925,North America,NAC,YR2019,95.7191940254223
15926,Middle income,MIC,YR2019,
15927,Middle East & North Africa (IDA & IBRD countries),TMN,YR2019,
15928,Middle East & North Africa (excluding high income),MNA,YR2019,
15929,Middle East & North Africa,MEA,YR2019,
15930,Lower middle income,LMC,YR2019,
15931,Low income,LIC,YR2019,
15932,Low & middle income,LMY,YR2019,
15933,Least developed countries: UN classification,LDC,YR2019,
15934,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2019,70.4320601770635
15935,Latin America & Caribbean (excluding high income),LAC,YR2019,70.6898458800487
15936,Latin America & Caribbean,LCN,YR2019,70.3982605439257
15937,Late-demographic dividend,LTE,YR2019,
15938,IDA total,IDA,YR2019,
15939,IDA only,IDX,YR2019,
15940,IDA blend,IDB,YR2019,
15941,IDA & IBRD total,IBT,YR2019,
15942,IBRD only,IBD,YR2019,
15943,High income,HIC,YR2019,99.1740283643119
15944,Heavily indebted poor countries (HIPC),HPC,YR2019,
15945,Fragile and conflict affected situations,FCS,YR2019,
15946,European Union,EUU,YR2019,84.2980402752623
15947,Europe & Central Asia (IDA & IBRD countries),TEC,YR2019,29.8273274975524
15948,Europe & Central Asia (excluding high income),ECA,YR2019,35.3918599728294
15949,Europe & Central Asia,ECS,YR2019,82.406233308467
15950,Euro area,EMU,YR2019,90.3775783090434
15951,East Asia & Pacific (IDA & IBRD countries),TEA,YR2019,
15952,East Asia & Pacific (excluding high income),EAP,YR2019,
15953,East Asia & Pacific,EAS,YR2019,
15954,Early-demographic dividend,EAR,YR2019,
15955,Central Europe and the Baltics,CEB,YR2019,53.2413388376139
15956,Caribbean small states,CSS,YR2019,
15957,Arab World,ARB,YR2019,
15958,Africa Western and Central,AFW,YR2019,
15959,Africa Eastern and Southern,AFE,YR2019,
15960,Zimbabwe,ZWE,YR2020,
15961,Zambia,ZMB,YR2020,103.543152346675
