,Country,economy,Year,central_government_debt
15962,"Yemen, Rep.",YEM,YR2020,
15963,West Bank and Gaza,PSE,YR2020,
15964,Virgin Islands (U.S.),VIR,YR2020,
15965,Viet Nam,VNM,YR2020,
15966,"Venezuela, RB",VEN,YR2020,
15967,Vanuatu,VUT,YR2020,
15968,Uzbekistan,UZB,YR2020,
15969,Uruguay,URY,YR2020,62.3840106227135
15970,United States,USA,YR2020,124.733177163573
15971,United Kingdom,GBR,YR2020,196.612393360605
15972,United Arab Emirates,ARE,YR2020,
15973,Ukraine,UKR,YR2020,57.0842008078586
15974,Uganda,UGA,YR2020,44.1859143089924
15975,Tuvalu,TUV,YR2020,
15976,Turks and Caicos Islands,TCA,YR2020,
15977,Turkmenistan,TKM,YR2020,
15978,Turkiye,TUR,YR2020,43.1840804499932
15979,Tunisia,TUN,YR2020,
15980,Trinidad and Tobago,TTO,YR2020,
15981,Tonga,TON,YR2020,45.0157756761004
15982,Togo,TGO,YR2020,
15983,Timor-Leste,TLS,YR2020,
15984,Thailand,THA,YR2020,
15985,Tanzania,TZA,YR2020,
15986,Tajikistan,TJK,YR2020,
15987,Syrian Arab Republic,SYR,YR2020,
15988,Switzerland,CHE,YR2020,20.9267596240808
15989,Sweden,SWE,YR2020,44.0240403069303
15990,Suriname,SUR,YR2020,
15991,Sudan,SDN,YR2020,
15992,St. Vincent and the Grenadines,VCT,YR2020,
15993,St. Martin (French part),MAF,YR2020,
15994,St. Lucia,LCA,YR2020,
15995,St. Kitts and Nevis,KNA,YR2020,
15996,Sri Lanka,LKA,YR2020,
15997,Spain,ESP,YR2020,134.034999922291
15998,South Sudan,SSD,YR2020,
15999,South Africa,ZAF,YR2020,72.096468945885
16000,Somalia,SOM,YR2020,
16001,Solomon Islands,SLB,YR2020,11.463900323928
16002,Slovenia,SVN,YR2020,107.430510778613
16003,Slovak Republic,SVK,YR2020,78.3260964801305
16004,Sint Maarten (Dutch part),SXM,YR2020,
16005,Singapore,SGP,YR2020,151.566324742808
16006,Sierra Leone,SLE,YR2020,
16007,Seychelles,SYC,YR2020,
16008,Serbia,SRB,YR2020,
16009,Senegal,SEN,YR2020,
16010,Saudi Arabia,SAU,YR2020,
16011,Sao Tome and Principe,STP,YR2020,
16012,San Marino,SMR,YR2020,95.6550378834296
16013,Samoa,WSM,YR2020,
16014,Rwanda,RWA,YR2020,
16015,Russian Federation,RUS,YR2020,21.1414217787607
16016,Romania,ROU,YR2020,57.2958635820583
16017,Qatar,QAT,YR2020,
16018,Puerto Rico,PRI,YR2020,
16019,Portugal,PRT,YR2020,161.297646322633
16020,Poland,POL,YR2020,66.773525113874
16021,Philippines,PHL,YR2020,
16022,Peru,PER,YR2020,34.2206664775426
16023,Paraguay,PRY,YR2020,
16024,Papua New Guinea,PNG,YR2020,48.6801012102042
16025,Panama,PAN,YR2020,
16026,Palau,PLW,YR2020,
16027,Pakistan,PAK,YR2020,
16028,Oman,OMN,YR2020,
16029,Norway,NOR,YR2020,33.057582169966
16030,Northern Mariana Islands,MNP,YR2020,
16031,North Macedonia,MKD,YR2020,
16032,Nigeria,NGA,YR2020,
16033,Niger,NER,YR2020,
16034,Nicaragua,NIC,YR2020,
16035,New Zealand,NZL,YR2020,
16036,New Caledonia,NCL,YR2020,
16037,Netherlands,NLD,YR2020,66.8239739871694
16038,Nepal,NPL,YR2020,39.0485631284493
16039,Nauru,NRU,YR2020,
16040,Namibia,NAM,YR2020,
16041,Myanmar,MMR,YR2020,
16042,Mozambique,MOZ,YR2020,101.390931763939
16043,Morocco,MAR,YR2020,
16044,Montenegro,MNE,YR2020,
16045,Mongolia,MNG,YR2020,73.8828926668808
16046,Monaco,MCO,YR2020,
16047,Moldova,MDA,YR2020,33.9555752157792
16048,"Micronesia, Fed. Sts.",FSM,YR2020,27.8630142473118
16049,Mexico,MEX,YR2020,44.8993776050708
16050,Mauritius,MUS,YR2020,
16051,Mauritania,MRT,YR2020,
16052,Marshall Islands,MHL,YR2020,
16053,Malta,MLT,YR2020,70.0408272286738
16054,Mali,MLI,YR2020,
16055,Maldives,MDV,YR2020,
16056,Malaysia,MYS,YR2020,62.0067215086738
16057,Malawi,MWI,YR2020,
16058,Madagascar,MDG,YR2020,
16059,"Macao SAR, China",MAC,YR2020,
16060,Luxembourg,LUX,YR2020,29.4476743145335
16061,Lithuania,LTU,YR2020,52.8641129944572
16062,Liechtenstein,LIE,YR2020,
16063,Libya,LBY,YR2020,
16064,Liberia,LBR,YR2020,
16065,Lesotho,LSO,YR2020,2.99324359587455
16066,Lebanon,LBN,YR2020,
16067,Latvia,LVA,YR2020,77.665435990083
16068,Lao PDR,LAO,YR2020,
16069,Kyrgyz Republic,KGZ,YR2020,70.6625844199818
16070,Kuwait,KWT,YR2020,
16071,Kosovo,XKX,YR2020,
16072,"Korea, Rep.",KOR,YR2020,46.4315966423379
16073,"Korea, Dem. People's Rep.",PRK,YR2020,
16074,Kiribati,KIR,YR2020,
16075,Kenya,KEN,YR2020,
16076,Kazakhstan,KAZ,YR2020,23.7157605024381
16077,Jordan,JOR,YR2020,75.9660726859906
16078,Japan,JPN,YR2020,215.755540579043
16079,Jamaica,JAM,YR2020,106.282373001667
16080,Italy,ITA,YR2020,176.127793230092
16081,Israel,ISR,YR2020,
16082,Isle of Man,IMN,YR2020,
16083,Ireland,IRL,YR2020,71.3027371047661
16084,Iraq,IRQ,YR2020,
16085,"Iran, Islamic Rep.",IRN,YR2020,
16086,Indonesia,IDN,YR2020,42.9017966486126
16087,India,IND,YR2020,
16088,Iceland,ISL,YR2020,101.249836048275
16089,Hungary,HUN,YR2020,95.8646408257008
16090,"Hong Kong SAR, China",HKG,YR2020,
16091,Honduras,HND,YR2020,
16092,Haiti,HTI,YR2020,
16093,Guyana,GUY,YR2020,
16094,Guinea-Bissau,GNB,YR2020,
16095,Guinea,GIN,YR2020,
16096,Guatemala,GTM,YR2020,
16097,Guam,GUM,YR2020,
16098,Grenada,GRD,YR2020,
16099,Greenland,GRL,YR2020,
16100,Greece,GRC,YR2020,253.225890734872
16101,Gibraltar,GIB,YR2020,
16102,Ghana,GHA,YR2020,
16103,Germany,DEU,YR2020,55.0711131611497
16104,Georgia,GEO,YR2020,65.193315792645
16105,"Gambia, The",GMB,YR2020,
16106,Gabon,GAB,YR2020,
16107,French Polynesia,PYF,YR2020,
16108,France,FRA,YR2020,123.172171235879
16109,Finland,FIN,YR2020,70.2110587385207
16110,Fiji,FJI,YR2020,
16111,Faroe Islands,FRO,YR2020,
16112,Ethiopia,ETH,YR2020,
16113,Eswatini,SWZ,YR2020,39.8272819276443
16114,Estonia,EST,YR2020,23.7728911461593
16115,Eritrea,ERI,YR2020,
16116,Equatorial Guinea,GNQ,YR2020,
16117,El Salvador,SLV,YR2020,69.9625499424385
16118,"Egypt, Arab Rep.",EGY,YR2020,
16119,Ecuador,ECU,YR2020,
16120,Dominican Republic,DOM,YR2020,
16121,Dominica,DMA,YR2020,
16122,Djibouti,DJI,YR2020,
16123,Denmark,DNK,YR2020,48.4031299049363
16124,Czechia,CZE,YR2020,45.6168723401162
16125,Cyprus,CYP,YR2020,175.146453278432
16126,Curacao,CUW,YR2020,
16127,Cuba,CUB,YR2020,
16128,Croatia,HRV,YR2020,98.0034584478886
16129,Cote d'Ivoire,CIV,YR2020,
16130,Costa Rica,CRI,YR2020,
16131,"Congo, Rep.",COG,YR2020,
16132,"Congo, Dem. Rep.",COD,YR2020,
16133,Comoros,COM,YR2020,
16134,Colombia,COL,YR2020,90.7463536034683
16135,China,CHN,YR2020,
16136,Chile,CHL,YR2020,
16137,Channel Islands,CHI,YR2020,
16138,Chad,TCD,YR2020,
16139,Central African Republic,CAF,YR2020,
16140,Cayman Islands,CYM,YR2020,
16141,Canada,CAN,YR2020,69.858583056447
16142,Cameroon,CMR,YR2020,
16143,Cambodia,KHM,YR2020,
16144,Cabo Verde,CPV,YR2020,
16145,Burundi,BDI,YR2020,
16146,Burkina Faso,BFA,YR2020,73.3851925590032
16147,Bulgaria,BGR,YR2020,32.2605923152431
16148,Brunei Darussalam,BRN,YR2020,
16149,British Virgin Islands,VGB,YR2020,
16150,Brazil,BRA,YR2020,98.7098819546545
16151,Botswana,BWA,YR2020,19.6160814562101
16152,Bosnia and Herzegovina,BIH,YR2020,44.7333631556201
16153,Bolivia,BOL,YR2020,
16154,Bhutan,BTN,YR2020,111.007897266318
16155,Bermuda,BMU,YR2020,
16156,Benin,BEN,YR2020,
16157,Belize,BLZ,YR2020,
16158,Belgium,BEL,YR2020,119.269436525922
16159,Belarus,BLR,YR2020,38.5890332685462
16160,Barbados,BRB,YR2020,
16161,Bangladesh,BGD,YR2020,
16162,Bahrain,BHR,YR2020,115.517115830258
16163,"Bahamas, The",BHS,YR2020,82.2560302493445
16164,Azerbaijan,AZE,YR2020,22.2547572890445
16165,Austria,AUT,YR2020,99.9069018788335
16166,Australia,AUS,YR2020,69.2190559498699
16167,Aruba,ABW,YR2020,
16168,Armenia,ARM,YR2020,63.4012140067668
16169,Argentina,ARG,YR2020,
16170,Antigua and Barbuda,ATG,YR2020,
16171,Angola,AGO,YR2020,
16172,Andorra,AND,YR2020,
16173,American Samoa,ASM,YR2020,
16174,Algeria,DZA,YR2020,
16175,Albania,ALB,YR2020,83.2694929587693
16176,Afghanistan,AFG,YR2020,
16177,World,WLD,YR2020,111.973864040698
16178,Upper middle income,UMC,YR2020,
16179,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2020,
16180,Sub-Saharan Africa (excluding high income),SSA,YR2020,
16181,Sub-Saharan Africa,SSF,YR2020,
16182,South Asia (IDA & IBRD),TSA,YR2020,
16183,South Asia,SAS,YR2020,
16184,Small states,SST,YR2020,
16185,Pre-demographic dividend,PRE,YR2020,
16186,Post-demographic dividend,PST,YR2020,123.555824718068
16187,Pacific island small states,PSS,YR2020,
16188,Other small states,OSS,YR2020,97.4166435968981
16189,OECD members,OED,YR2020,119.030318776016
16190,Not classified,INX,YR2020,
16191,North America,NAC,YR2020,120.048121207832
16192,Middle income,MIC,YR2020,
16193,Middle East & North Africa (IDA & IBRD countries),TMN,YR2020,
16194,Middle East & North Africa (excluding high income),MNA,YR2020,
16195,Middle East & North Africa,MEA,YR2020,
16196,Lower middle income,LMC,YR2020,
16197,Low income,LIC,YR2020,
16198,Low & middle income,LMY,YR2020,
16199,Least developed countries: UN classification,LDC,YR2020,
16200,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2020,77.3747298610728
16201,Latin America & Caribbean (excluding high income),LAC,YR2020,77.5796723578618
16202,Latin America & Caribbean,LCN,YR2020,77.3878201807663
16203,Late-demographic dividend,LTE,YR2020,
16204,IDA total,IDA,YR2020,
16205,IDA only,IDX,YR2020,
16206,IDA blend,IDB,YR2020,
16207,IDA & IBRD total,IBT,YR2020,
16208,IBRD only,IBD,YR2020,
16209,High income,HIC,YR2020,118.899067181842
16210,Heavily indebted poor countries (HIPC),HPC,YR2020,
16211,Fragile and conflict affected situations,FCS,YR2020,
16212,European Union,EUU,YR2020,100.615868573026
16213,Europe & Central Asia (IDA & IBRD countries),TEC,YR2020,37.2412849313816
16214,Europe & Central Asia (excluding high income),ECA,YR2020,41.3438308088414
16215,Europe & Central Asia,ECS,YR2020,98.9317030186403
16216,Euro area,EMU,YR2020,107.663981882765
16217,East Asia & Pacific (IDA & IBRD countries),TEA,YR2020,
16218,East Asia & Pacific (excluding high income),EAP,YR2020,
16219,East Asia & Pacific,EAS,YR2020,
16220,Early-demographic dividend,EAR,YR2020,
16221,Central Europe and the Baltics,CEB,YR2020,66.3207557954997
16222,Caribbean small states,CSS,YR2020,
16223,Arab World,ARB,YR2020,
16224,Africa Western and Central,AFW,YR2020,
16225,Africa Eastern and Southern,AFE,YR2020,
16226,Zimbabwe,ZWE,YR2021,
16227,Zambia,ZMB,YR2021,71.4111761686383
16228,"Yemen, Rep.",YEM,YR2021,
16229,West Bank and Gaza,PSE,YR2021,
16230,Virgin Islands (U.S.),VIR,YR2021,
16231,Viet Nam,VNM,YR2021,
16232,"Venezuela, RB",VEN,YR2021,
16233,Vanuatu,VUT,YR2021,87.0720898262884
16234,Uzbekistan,UZB,YR2021,
16235,Uruguay,URY,YR2021,
16236,United States,USA,YR2021,118.88850192661
16237,United Kingdom,GBR,YR2021,186.852118512538
16238,United Arab Emirates,ARE,YR2021,
16239,Ukraine,UKR,YR2021,
16240,Uganda,UGA,YR2021,51.3026623500196
16241,Tuvalu,TUV,YR2021,
16242,Turks and Caicos Islands,TCA,YR2021,
16243,Turkmenistan,TKM,YR2021,
16244,Turkiye,TUR,YR2021,43.5461194626736
16245,Tunisia,TUN,YR2021,
16246,Trinidad and Tobago,TTO,YR2021,
16247,Tonga,TON,YR2021,
16248,Togo,TGO,YR2021,
16249,Timor-Leste,TLS,YR2021,
16250,Thailand,THA,YR2021,
16251,Tanzania,TZA,YR2021,
16252,Tajikistan,TJK,YR2021,
16253,Syrian Arab Republic,SYR,YR2021,
16254,Switzerland,CHE,YR2021,20.0730085227584
16255,Sweden,SWE,YR2021,40.4944229150589
16256,Suriname,SUR,YR2021,
16257,Sudan,SDN,YR2021,
16258,St. Vincent and the Grenadines,VCT,YR2021,
16259,St. Martin (French part),MAF,YR2021,
16260,St. Lucia,LCA,YR2021,
16261,St. Kitts and Nevis,KNA,YR2021,
16262,Sri Lanka,LKA,YR2021,
16263,Spain,ESP,YR2021,126.974630865763
16264,South Sudan,SSD,YR2021,
16265,South Africa,ZAF,YR2021,70.5258535403131
16266,Somalia,SOM,YR2021,
16267,Solomon Islands,SLB,YR2021,
16268,Slovenia,SVN,YR2021,92.5822576830623
16269,Slovak Republic,SVK,YR2021,78.8419014951507
16270,Sint Maarten (Dutch part),SXM,YR2021,
16271,Singapore,SGP,YR2021,150.141912840552
16272,Sierra Leone,SLE,YR2021,
16273,Seychelles,SYC,YR2021,
16274,Serbia,SRB,YR2021,
16275,Senegal,SEN,YR2021,
16276,Saudi Arabia,SAU,YR2021,
16277,Sao Tome and Principe,STP,YR2021,
16278,San Marino,SMR,YR2021,94.9745357645128
16279,Samoa,WSM,YR2021,
16280,Rwanda,RWA,YR2021,
16281,Russian Federation,RUS,YR2021,19.2018702788481
16282,Romania,ROU,YR2021,55.9129588026068
16283,Qatar,QAT,YR2021,
16284,Puerto Rico,PRI,YR2021,
16285,Portugal,PRT,YR2021,147.189213931092
16286,Poland,POL,YR2021,58.2209491726909
16287,Philippines,PHL,YR2021,
16288,Peru,PER,YR2021,34.854576014351
16289,Paraguay,PRY,YR2021,
16290,Papua New Guinea,PNG,YR2021,52.5759644513328
16291,Panama,PAN,YR2021,
16292,Palau,PLW,YR2021,
16293,Pakistan,PAK,YR2021,
16294,Oman,OMN,YR2021,
16295,Norway,NOR,YR2021,30.860506330929
16296,Northern Mariana Islands,MNP,YR2021,
16297,North Macedonia,MKD,YR2021,
16298,Nigeria,NGA,YR2021,
16299,Niger,NER,YR2021,
16300,Nicaragua,NIC,YR2021,
16301,New Zealand,NZL,YR2021,
16302,New Caledonia,NCL,YR2021,
16303,Netherlands,NLD,YR2021,63.6972525433989
16304,Nepal,NPL,YR2021,39.9222686422289
16305,Nauru,NRU,YR2021,
16306,Namibia,NAM,YR2021,
16307,Myanmar,MMR,YR2021,
16308,Mozambique,MOZ,YR2021,84.1569664640646
16309,Morocco,MAR,YR2021,
16310,Montenegro,MNE,YR2021,
16311,Mongolia,MNG,YR2021,66.9231097170798
16312,Monaco,MCO,YR2021,
16313,Moldova,MDA,YR2021,32.1187790600053
16314,"Micronesia, Fed. Sts.",FSM,YR2021,
16315,Mexico,MEX,YR2021,43.9851703655904
16316,Mauritius,MUS,YR2021,
16317,Mauritania,MRT,YR2021,
16318,Marshall Islands,MHL,YR2021,
16319,Malta,MLT,YR2021,68.5330896787717
16320,Mali,MLI,YR2021,
16321,Maldives,MDV,YR2021,
16322,Malaysia,MYS,YR2021,63.2587801793511
16323,Malawi,MWI,YR2021,
16324,Madagascar,MDG,YR2021,
16325,"Macao SAR, China",MAC,YR2021,
16326,Luxembourg,LUX,YR2021,28.6985947928203
16327,Lithuania,LTU,YR2021,48.2105039391635
16328,Liechtenstein,LIE,YR2021,
16329,Libya,LBY,YR2021,
16330,Liberia,LBR,YR2021,
16331,Lesotho,LSO,YR2021,
16332,Lebanon,LBN,YR2021,
16333,Latvia,LVA,YR2021,83.4667803513776
16334,Lao PDR,LAO,YR2021,
16335,Kyrgyz Republic,KGZ,YR2021,59.3433581760999
16336,Kuwait,KWT,YR2021,
16337,Kosovo,XKX,YR2021,
16338,"Korea, Rep.",KOR,YR2021,48.955278643504
16339,"Korea, Dem. People's Rep.",PRK,YR2021,
16340,Kiribati,KIR,YR2021,
16341,Kenya,KEN,YR2021,
16342,Kazakhstan,KAZ,YR2021,22.4120405815457
16343,Jordan,JOR,YR2021,
16344,Japan,JPN,YR2021,216.329364856741
16345,Jamaica,JAM,YR2021,
16346,Italy,ITA,YR2021,164.249748591415
16347,Israel,ISR,YR2021,
16348,Isle of Man,IMN,YR2021,
16349,Ireland,IRL,YR2021,64.3358627118306
16350,Iraq,IRQ,YR2021,
16351,"Iran, Islamic Rep.",IRN,YR2021,
16352,Indonesia,IDN,YR2021,44.40381707194
16353,India,IND,YR2021,
16354,Iceland,ISL,YR2021,96.713588483526
16355,Hungary,HUN,YR2021,86.8555420283936
16356,"Hong Kong SAR, China",HKG,YR2021,
16357,Honduras,HND,YR2021,
16358,Haiti,HTI,YR2021,
16359,Guyana,GUY,YR2021,
16360,Guinea-Bissau,GNB,YR2021,
16361,Guinea,GIN,YR2021,
16362,Guatemala,GTM,YR2021,
16363,Guam,GUM,YR2021,
16364,Grenada,GRD,YR2021,
16365,Greenland,GRL,YR2021,
16366,Greece,GRC,YR2021,237.49256978111
16367,Gibraltar,GIB,YR2021,
16368,Ghana,GHA,YR2021,
16369,Germany,DEU,YR2021,54.4796472653388
16370,Georgia,GEO,YR2021,54.7271260127791
16371,"Gambia, The",GMB,YR2021,
16372,Gabon,GAB,YR2021,
16373,French Polynesia,PYF,YR2021,
16374,France,FRA,YR2021,116.886773525469
16375,Finland,FIN,YR2021,66.2129384355153
16376,Fiji,FJI,YR2021,
16377,Faroe Islands,FRO,YR2021,
16378,Ethiopia,ETH,YR2021,
16379,Eswatini,SWZ,YR2021,35.4016656411589
16380,Estonia,EST,YR2021,23.8929966428787
16381,Eritrea,ERI,YR2021,
16382,Equatorial Guinea,GNQ,YR2021,
16383,El Salvador,SLV,YR2021,65.9777145308668
16384,"Egypt, Arab Rep.",EGY,YR2021,
16385,Ecuador,ECU,YR2021,
16386,Dominican Republic,DOM,YR2021,
16387,Dominica,DMA,YR2021,
16388,Djibouti,DJI,YR2021,
16389,Denmark,DNK,YR2021,39.8556605947411
16390,Czechia,CZE,YR2021,47.2826781793951
16391,Cyprus,CYP,YR2021,152.655286523428
16392,Curacao,CUW,YR2021,
16393,Cuba,CUB,YR2021,
16394,Croatia,HRV,YR2021,90.3247289634752
16395,Cote d'Ivoire,CIV,YR2021,
16396,Costa Rica,CRI,YR2021,
16397,"Congo, Rep.",COG,YR2021,
16398,"Congo, Dem. Rep.",COD,YR2021,
16399,Comoros,COM,YR2021,
16400,Colombia,COL,YR2021,80.0350169052408
16401,China,CHN,YR2021,
16402,Chile,CHL,YR2021,
16403,Channel Islands,CHI,YR2021,
16404,Chad,TCD,YR2021,
16405,Central African Republic,CAF,YR2021,
16406,Cayman Islands,CYM,YR2021,
16407,Canada,CAN,YR2021,65.5991383813981
16408,Cameroon,CMR,YR2021,
16409,Cambodia,KHM,YR2021,
16410,Cabo Verde,CPV,YR2021,
16411,Burundi,BDI,YR2021,
16412,Burkina Faso,BFA,YR2021,55.7360104785456
16413,Bulgaria,BGR,YR2021,32.8959215593774
16414,Brunei Darussalam,BRN,YR2021,
16415,British Virgin Islands,VGB,YR2021,
16416,Brazil,BRA,YR2021,85.0115036701985
16417,Botswana,BWA,YR2021,
16418,Bosnia and Herzegovina,BIH,YR2021,45.3808625595589
16419,Bolivia,BOL,YR2021,
16420,Bhutan,BTN,YR2021,
16421,Bermuda,BMU,YR2021,
16422,Benin,BEN,YR2021,
16423,Belize,BLZ,YR2021,
16424,Belgium,BEL,YR2021,108.010287582684
16425,Belarus,BLR,YR2021,
16426,Barbados,BRB,YR2021,
16427,Bangladesh,BGD,YR2021,
16428,Bahrain,BHR,YR2021,
16429,"Bahamas, The",BHS,YR2021,87.3903316559467
16430,Azerbaijan,AZE,YR2021,16.8684980773192
16431,Austria,AUT,YR2021,94.6386773592887
16432,Australia,AUS,YR2021,69.9077170244066
16433,Aruba,ABW,YR2021,
16434,Armenia,ARM,YR2021,60.080359768226
16435,Argentina,ARG,YR2021,
16436,Antigua and Barbuda,ATG,YR2021,
16437,Angola,AGO,YR2021,
16438,Andorra,AND,YR2021,
16439,American Samoa,ASM,YR2021,
16440,Algeria,DZA,YR2021,
16441,Albania,ALB,YR2021,82.1135986168626
16442,Afghanistan,AFG,YR2021,
16443,World,WLD,YR2021,107.638065622867
16444,Upper middle income,UMC,YR2021,
16445,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2021,
16446,Sub-Saharan Africa (excluding high income),SSA,YR2021,
16447,Sub-Saharan Africa,SSF,YR2021,
16448,South Asia (IDA & IBRD),TSA,YR2021,
16449,South Asia,SAS,YR2021,
16450,Small states,SST,YR2021,
16451,Pre-demographic dividend,PRE,YR2021,
16452,Post-demographic dividend,PST,YR2021,119.175351088553
16453,Pacific island small states,PSS,YR2021,
16454,Other small states,OSS,YR2021,
16455,OECD members,OED,YR2021,114.459326614001
16456,Not classified,INX,YR2021,
16457,North America,NAC,YR2021,114.338789001759
16458,Middle income,MIC,YR2021,
16459,Middle East & North Africa (IDA & IBRD countries),TMN,YR2021,
16460,Middle East & North Africa (excluding high income),MNA,YR2021,
16461,Middle East & North Africa,MEA,YR2021,
16462,Lower middle income,LMC,YR2021,
16463,Low income,LIC,YR2021,
16464,Low & middle income,LMY,YR2021,
16465,Least developed countries: UN classification,LDC,YR2021,
16466,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2021,68.8898877214371
16467,Latin America & Caribbean (excluding high income),LAC,YR2021,68.8898877214371
16468,Latin America & Caribbean,LCN,YR2021,68.9403527999863
16469,Late-demographic dividend,LTE,YR2021,
16470,IDA total,IDA,YR2021,
16471,IDA only,IDX,YR2021,
16472,IDA blend,IDB,YR2021,
16473,IDA & IBRD total,IBT,YR2021,
16474,IBRD only,IBD,YR2021,
16475,High income,HIC,YR2021,114.369028434403
16476,Heavily indebted poor countries (HIPC),HPC,YR2021,
16477,Fragile and conflict affected situations,FCS,YR2021,
16478,European Union,EUU,YR2021,94.946039203558
16479,Europe & Central Asia (IDA & IBRD countries),TEC,YR2021,34.2954489512053
16480,Europe & Central Asia (excluding high income),ECA,YR2021,39.6411979114753
16481,Europe & Central Asia,ECS,YR2021,93.9502065321695
16482,Euro area,EMU,YR2021,101.922904271335
16483,East Asia & Pacific (IDA & IBRD countries),TEA,YR2021,
16484,East Asia & Pacific (excluding high income),EAP,YR2021,
16485,East Asia & Pacific,EAS,YR2021,
16486,Early-demographic dividend,EAR,YR2021,
16487,Central Europe and the Baltics,CEB,YR2021,61.5808832130993
16488,Caribbean small states,CSS,YR2021,
16489,Arab World,ARB,YR2021,
16490,Africa Western and Central,AFW,YR2021,
16491,Africa Eastern and Southern,AFE,YR2021,
16492,Zimbabwe,ZWE,YR2022,
16493,Zambia,ZMB,YR2022,
16494,"Yemen, Rep.",YEM,YR2022,
16495,West Bank and Gaza,PSE,YR2022,
16496,Virgin Islands (U.S.),VIR,YR2022,
16497,Viet Nam,VNM,YR2022,
16498,"Venezuela, RB",VEN,YR2022,
16499,Vanuatu,VUT,YR2022,
16500,Uzbekistan,UZB,YR2022,
16501,Uruguay,URY,YR2022,
16502,United States,USA,YR2022,110.385331665016
16503,United Kingdom,GBR,YR2022,142.283042050199
16504,United Arab Emirates,ARE,YR2022,
16505,Ukraine,UKR,YR2022,
16506,Uganda,UGA,YR2022,53.890283064004
16507,Tuvalu,TUV,YR2022,
16508,Turks and Caicos Islands,TCA,YR2022,
16509,Turkmenistan,TKM,YR2022,
16510,Turkiye,TUR,YR2022,36.0900778500171
16511,Tunisia,TUN,YR2022,
16512,Trinidad and Tobago,TTO,YR2022,
16513,Tonga,TON,YR2022,
16514,Togo,TGO,YR2022,
16515,Timor-Leste,TLS,YR2022,
16516,Thailand,THA,YR2022,
16517,Tanzania,TZA,YR2022,
16518,Tajikistan,TJK,YR2022,
16519,Syrian Arab Republic,SYR,YR2022,
16520,Switzerland,CHE,YR2022,18.1544953419673
16521,Sweden,SWE,YR2022,36.25306055328
16522,Suriname,SUR,YR2022,
16523,Sudan,SDN,YR2022,
16524,St. Vincent and the Grenadines,VCT,YR2022,
16525,St. Martin (French part),MAF,YR2022,
16526,St. Lucia,LCA,YR2022,
16527,St. Kitts and Nevis,KNA,YR2022,
16528,Sri Lanka,LKA,YR2022,
16529,Spain,ESP,YR2022,104.789911636384
16530,South Sudan,SSD,YR2022,
16531,South Africa,ZAF,YR2022,73.0031701177656
16532,Somalia,SOM,YR2022,
16533,Solomon Islands,SLB,YR2022,15.3931660730361
16534,Slovenia,SVN,YR2022,71.8619401626324
16535,Slovak Republic,SVK,YR2022,64.5071321483903
16536,Sint Maarten (Dutch part),SXM,YR2022,
16537,Singapore,SGP,YR2022,157.363109274773
16538,Sierra Leone,SLE,YR2022,
16539,Seychelles,SYC,YR2022,
16540,Serbia,SRB,YR2022,
16541,Senegal,SEN,YR2022,
16542,Saudi Arabia,SAU,YR2022,
16543,Sao Tome and Principe,STP,YR2022,
16544,San Marino,SMR,YR2022,
16545,Samoa,WSM,YR2022,
16546,Rwanda,RWA,YR2022,
16547,Russian Federation,RUS,YR2022,17.5820985394065
16548,Romania,ROU,YR2022,50.4529689825221
16549,Qatar,QAT,YR2022,
16550,Puerto Rico,PRI,YR2022,
16551,Portugal,PRT,YR2022,119.395321819713
16552,Poland,POL,YR2022,50.1481072903
16553,Philippines,PHL,YR2022,
16554,Peru,PER,YR2022,
16555,Paraguay,PRY,YR2022,
16556,Papua New Guinea,PNG,YR2022,48.2553884027402
16557,Panama,PAN,YR2022,
16558,Palau,PLW,YR2022,
