,Country,economy,Year,GDP
3657,Belarus,BLR,YR1973,
3658,Barbados,BRB,YR1973,1.34070042446103
3659,Bangladesh,BGD,YR1973,3.32568019878401
3660,Bahrain,BHR,YR1973,13.9240506322708
3661,"Bahamas, The",BHS,YR1973,7.56756882327024
3662,Azerbaijan,AZE,YR1973,
3663,Austria,AUT,YR1973,4.89043531715288
3664,Australia,AUS,YR1973,2.61934400167974
3665,Aruba,ABW,YR1973,
3666,Armenia,ARM,YR1973,
3667,Argentina,ARG,YR1973,2.81175403849035
3668,Antigua and Barbuda,ATG,YR1973,
3669,Angola,AGO,YR1973,
3670,Andorra,AND,YR1973,7.78846720332223
3671,American Samoa,ASM,YR1973,
3672,Algeria,DZA,YR1973,3.81317629611144
3673,Albania,ALB,YR1973,
3674,Afghanistan,AFG,YR1973,
3675,World,WLD,YR1973,6.40815976260902
3676,Upper middle income,UMC,YR1973,7.75389028383495
3677,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR1973,4.32290035318401
3678,Sub-Saharan Africa (excluding high income),SSA,YR1973,4.31988678117605
3679,Sub-Saharan Africa,SSF,YR1973,4.32290035318401
3680,South Asia (IDA & IBRD),TSA,YR1973,3.88178579826545
3681,South Asia,SAS,YR1973,3.88178579826545
3682,Small states,SST,YR1973,
3683,Pre-demographic dividend,PRE,YR1973,4.09102105282948
3684,Post-demographic dividend,PST,YR1973,6.06814413088243
3685,Pacific island small states,PSS,YR1973,11.2701539892147
3686,Other small states,OSS,YR1973,
3687,OECD members,OED,YR1973,6.03733626800249
3688,Not classified,INX,YR1973,
3689,North America,NAC,YR1973,5.73203592538509
3690,Middle income,MIC,YR1973,7.03108855105381
3691,Middle East & North Africa (IDA & IBRD countries),TMN,YR1973,5.27986698897618
3692,Middle East & North Africa (excluding high income),MNA,YR1973,5.27986698897618
3693,Middle East & North Africa,MEA,YR1973,11.9021739738738
3694,Lower middle income,LMC,YR1973,4.57679058459992
3695,Low income,LIC,YR1973,1.49538586237396
3696,Low & middle income,LMY,YR1973,6.87073067678266
3697,Least developed countries: UN classification,LDC,YR1973,2.27657499357497
3698,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR1973,8.13089381659087
3699,Latin America & Caribbean (excluding high income),LAC,YR1973,8.69616440826921
3700,Latin America & Caribbean,LCN,YR1973,7.99138302250439
3701,Late-demographic dividend,LTE,YR1973,9.83648124430698
3702,IDA total,IDA,YR1973,4.20805716834913
3703,IDA only,IDX,YR1973,2.71793042681945
3704,IDA blend,IDB,YR1973,5.72437567053379
3705,IDA & IBRD total,IBT,YR1973,6.65701628586478
3706,IBRD only,IBD,YR1973,7.03921685972892
3707,High income,HIC,YR1973,6.32280196443995
3708,Heavily indebted poor countries (HIPC),HPC,YR1973,3.2236976413819
3709,Fragile and conflict affected situations,FCS,YR1973,3.92049876993677
3710,European Union,EUU,YR1973,6.01852401663467
3711,Europe & Central Asia (IDA & IBRD countries),TEC,YR1973,
3712,Europe & Central Asia (excluding high income),ECA,YR1973,
3713,Europe & Central Asia,ECS,YR1973,5.87553019826979
3714,Euro area,EMU,YR1973,6.15163067051245
3715,East Asia & Pacific (IDA & IBRD countries),TEA,YR1973,8.26225557636579
3716,East Asia & Pacific (excluding high income),EAP,YR1973,8.26703007695031
3717,East Asia & Pacific,EAS,YR1973,7.66534445791898
3718,Early-demographic dividend,EAR,YR1973,7.24111269695807
3719,Central Europe and the Baltics,CEB,YR1973,
3720,Caribbean small states,CSS,YR1973,2.92816921056236
3721,Arab World,ARB,YR1973,14.0466812685859
3722,Africa Western and Central,AFW,YR1973,4.02468559540279
3723,Africa Eastern and Southern,AFE,YR1973,4.57752742964543
3724,Zimbabwe,ZWE,YR1974,6.62515361761503
3725,Zambia,ZMB,YR1974,6.42815854892096
3726,"Yemen, Rep.",YEM,YR1974,
3727,West Bank and Gaza,PSE,YR1974,
3728,Virgin Islands (U.S.),VIR,YR1974,
3729,Viet Nam,VNM,YR1974,
3730,"Venezuela, RB",VEN,YR1974,2.06933320169284
3731,Vanuatu,VUT,YR1974,
3732,Uzbekistan,UZB,YR1974,
3733,Uruguay,URY,YR1974,2.89534459834873
3734,United States,USA,YR1974,-0.540550186726477
3735,United Kingdom,GBR,YR1974,-2.48440389712059
3736,United Arab Emirates,ARE,YR1974,14.4980412677801
3737,Ukraine,UKR,YR1974,
3738,Uganda,UGA,YR1974,
3739,Tuvalu,TUV,YR1974,-1.67810000000009
3740,Turks and Caicos Islands,TCA,YR1974,
3741,Turkmenistan,TKM,YR1974,
3742,Turkiye,TUR,YR1974,5.59447440269336
3743,Tunisia,TUN,YR1974,8.0747823343126
3744,Trinidad and Tobago,TTO,YR1974,3.80760400856937
3745,Tonga,TON,YR1974,
3746,Togo,TGO,YR1974,4.83284911852404
3747,Timor-Leste,TLS,YR1974,
3748,Thailand,THA,YR1974,4.46625338575453
3749,Tanzania,TZA,YR1974,2.11339071824554
3750,Tajikistan,TJK,YR1974,
3751,Syrian Arab Republic,SYR,YR1974,25.7957728545964
3752,Switzerland,CHE,YR1974,1.45490803156592
3753,Sweden,SWE,YR1974,3.19819564584239
3754,Suriname,SUR,YR1974,0.400000000178352
3755,Sudan,SDN,YR1974,11.4452891421568
3756,St. Vincent and the Grenadines,VCT,YR1974,-8.82059153118678
3757,St. Martin (French part),MAF,YR1974,
3758,St. Lucia,LCA,YR1974,
3759,St. Kitts and Nevis,KNA,YR1974,
3760,Sri Lanka,LKA,YR1974,3.84583083634074
3761,Spain,ESP,YR1974,5.61878571735528
3762,South Sudan,SSD,YR1974,
3763,South Africa,ZAF,YR1974,6.11112210372188
3764,Somalia,SOM,YR1974,0.75249135652227
3765,Solomon Islands,SLB,YR1974,
3766,Slovenia,SVN,YR1974,
3767,Slovak Republic,SVK,YR1974,
3768,Sint Maarten (Dutch part),SXM,YR1974,
3769,Singapore,SGP,YR1974,6.11740437109883
3770,Sierra Leone,SLE,YR1974,3.49982832003155
3771,Seychelles,SYC,YR1974,1.30284967563743
3772,Serbia,SRB,YR1974,
3773,Senegal,SEN,YR1974,4.20077552585172
3774,Saudi Arabia,SAU,YR1974,16.2279412617811
3775,Sao Tome and Principe,STP,YR1974,5.68377544268081
3776,San Marino,SMR,YR1974,
3777,Samoa,WSM,YR1974,-10.6796115949954
3778,Rwanda,RWA,YR1974,1.40982357368526
3779,Russian Federation,RUS,YR1974,
3780,Romania,ROU,YR1974,
3781,Qatar,QAT,YR1974,5.93825287661569
3782,Puerto Rico,PRI,YR1974,2.91737849103713
3783,Portugal,PRT,YR1974,1.14285932449492
3784,Poland,POL,YR1974,
3785,Philippines,PHL,YR1974,3.39460637850206
3786,Peru,PER,YR1974,9.38683491938303
3787,Paraguay,PRY,YR1974,8.38152543650033
3788,Papua New Guinea,PNG,YR1974,2.61053259341438
3789,Panama,PAN,YR1974,2.4483195624656
3790,Palau,PLW,YR1974,0.10553420686341
3791,Pakistan,PAK,YR1974,3.54019171279735
3792,Oman,OMN,YR1974,11.4988064770326
3793,Norway,NOR,YR1974,3.92218170971906
3794,Northern Mariana Islands,MNP,YR1974,
3795,North Macedonia,MKD,YR1974,
3796,Nigeria,NGA,YR1974,11.1606745454861
3797,Niger,NER,YR1974,8.77523804936311
3798,Nicaragua,NIC,YR1974,14.1924250953044
3799,New Zealand,NZL,YR1974,5.99344029286503
3800,New Caledonia,NCL,YR1974,12.7011152022729
3801,Netherlands,NLD,YR1974,3.43871786071904
3802,Nepal,NPL,YR1974,6.33359037217276
3803,Nauru,NRU,YR1974,2.89838728281036
3804,Namibia,NAM,YR1974,
3805,Myanmar,MMR,YR1974,5.34237568949926
3806,Mozambique,MOZ,YR1974,
3807,Morocco,MAR,YR1974,5.59604994452356
3808,Montenegro,MNE,YR1974,
3809,Mongolia,MNG,YR1974,
3810,Monaco,MCO,YR1974,4.47461105113062
3811,Moldova,MDA,YR1974,
3812,"Micronesia, Fed. Sts.",FSM,YR1974,15.3272780949335
3813,Mexico,MEX,YR1974,5.77682723020637
3814,Mauritius,MUS,YR1974,8.81182619845168
3815,Mauritania,MRT,YR1974,12.162611059057
3816,Marshall Islands,MHL,YR1974,15.3231408662777
3817,Malta,MLT,YR1974,10.0364039597072
3818,Mali,MLI,YR1974,-1.528826102384
3819,Maldives,MDV,YR1974,5.7281553154926
3820,Malaysia,MYS,YR1974,8.31866197361978
3821,Malawi,MWI,YR1974,7.17596361818245
3822,Madagascar,MDG,YR1974,2.00687937961095
3823,"Macao SAR, China",MAC,YR1974,
3824,Luxembourg,LUX,YR1974,4.21247477754861
3825,Lithuania,LTU,YR1974,
3826,Liechtenstein,LIE,YR1974,1.66922250469742
3827,Libya,LBY,YR1974,22.1934369651395
3828,Liberia,LBR,YR1974,4.75320033552109
3829,Lesotho,LSO,YR1974,10.9800889505999
3830,Lebanon,LBN,YR1974,
3831,Latvia,LVA,YR1974,
3832,Lao PDR,LAO,YR1974,
3833,Kyrgyz Republic,KGZ,YR1974,
3834,Kuwait,KWT,YR1974,-12.9913196107943
3835,Kosovo,XKX,YR1974,
3836,"Korea, Rep.",KOR,YR1974,9.51183543440047
3837,"Korea, Dem. People's Rep.",PRK,YR1974,
3838,Kiribati,KIR,YR1974,45.3027536241444
3839,Kenya,KEN,YR1974,4.06561734893735
3840,Kazakhstan,KAZ,YR1974,
3841,Jordan,JOR,YR1974,
3842,Japan,JPN,YR1974,-1.22523982778432
3843,Jamaica,JAM,YR1974,-4.22926130986544
3844,Italy,ITA,YR1974,5.50014110132227
3845,Israel,ISR,YR1974,6.47616149247618
3846,Isle of Man,IMN,YR1974,
3847,Ireland,IRL,YR1974,4.26023095483539
3848,Iraq,IRQ,YR1974,16.1133673418042
3849,"Iran, Islamic Rep.",IRN,YR1974,5.80105084782075
3850,Indonesia,IDN,YR1974,7.23424381726076
3851,India,IND,YR1974,1.18533625466961
3852,Iceland,ISL,YR1974,5.70629217407806
3853,Hungary,HUN,YR1974,5.89999999999986
3854,"Hong Kong SAR, China",HKG,YR1974,2.41518076862452
3855,Honduras,HND,YR1974,-1.22764173123555
3856,Haiti,HTI,YR1974,5.77988915170621
3857,Guyana,GUY,YR1974,7.70283994935743
3858,Guinea-Bissau,GNB,YR1974,4.5592410484831
3859,Guinea,GIN,YR1974,5.25022118210919
3860,Guatemala,GTM,YR1974,6.37502990286956
3861,Guam,GUM,YR1974,
3862,Grenada,GRD,YR1974,
3863,Greenland,GRL,YR1974,5.70625399435229
3864,Greece,GRC,YR1974,-6.43824033660482
3865,Gibraltar,GIB,YR1974,
3866,Ghana,GHA,YR1974,6.85251683220585
3867,Germany,DEU,YR1974,0.890068740587211
3868,Georgia,GEO,YR1974,8.80974063206179
3869,"Gambia, The",GMB,YR1974,5.87879361029783
3870,Gabon,GAB,YR1974,39.4870951788448
3871,French Polynesia,PYF,YR1974,18.0010489101899
3872,France,FRA,YR1974,4.30091914308284
3873,Finland,FIN,YR1974,3.23653304028531
3874,Fiji,FJI,YR1974,2.60114990977489
3875,Faroe Islands,FRO,YR1974,
3876,Ethiopia,ETH,YR1974,3.27365832430968
3877,Eswatini,SWZ,YR1974,5.7434869047628
3878,Estonia,EST,YR1974,
3879,Eritrea,ERI,YR1974,
3880,Equatorial Guinea,GNQ,YR1974,
3881,El Salvador,SLV,YR1974,5.33600110676542
3882,"Egypt, Arab Rep.",EGY,YR1974,1.55893857167666
3883,Ecuador,ECU,YR1974,11.2085096276478
3884,Dominican Republic,DOM,YR1974,6.00190290333006
3885,Dominica,DMA,YR1974,
3886,Djibouti,DJI,YR1974,
3887,Denmark,DNK,YR1974,-1.12239425036076
3888,Czechia,CZE,YR1974,
3889,Cyprus,CYP,YR1974,
3890,Curacao,CUW,YR1974,
3891,Cuba,CUB,YR1974,0.984491815760862
3892,Croatia,HRV,YR1974,
3893,Cote d'Ivoire,CIV,YR1974,4.3273808575466
3894,Costa Rica,CRI,YR1974,5.54489999097112
3895,"Congo, Rep.",COG,YR1974,7.88552081113494
3896,"Congo, Dem. Rep.",COD,YR1974,3.13058587923621
3897,Comoros,COM,YR1974,
3898,Colombia,COL,YR1974,5.74575718912141
3899,China,CHN,YR1974,2.31000000295589
3900,Chile,CHL,YR1974,2.38214933308889
3901,Channel Islands,CHI,YR1974,
3902,Chad,TCD,YR1974,4.96185258253867
3903,Central African Republic,CAF,YR1974,6.33903361228316
3904,Cayman Islands,CYM,YR1974,
3905,Canada,CAN,YR1974,3.35777597165226
3906,Cameroon,CMR,YR1974,10.7342622580316
3907,Cambodia,KHM,YR1974,
3908,Cabo Verde,CPV,YR1974,
3909,Burundi,BDI,YR1974,-0.726839562746335
3910,Burkina Faso,BFA,YR1974,8.28642648036377
3911,Bulgaria,BGR,YR1974,
3912,Brunei Darussalam,BRN,YR1974,
3913,British Virgin Islands,VGB,YR1974,
3914,Brazil,BRA,YR1974,8.15393868457201
3915,Botswana,BWA,YR1974,8.7977952161217
3916,Bosnia and Herzegovina,BIH,YR1974,
3917,Bolivia,BOL,YR1974,2.9395678082784
3918,Bhutan,BTN,YR1974,5.15826492980231
